# G2043631.mdx  size=369,503 B  records=6562
0x00000864	iocp0
0x00007f07	did_dd00_subfield_1_data_def
0x00007f32	did_DD00_subfield_1
0x00007f47	Global Real Time
0x00007f61	did_DD00
0x00007f6b	Global Real Time
0x0000800e	did_dd02_subfield_1_data_def
0x00008039	did_DD02_subfield_1
0x0000804e	Main ECU Voltage Supply
0x0000806f	did_DD02
0x00008079	Main ECU Voltage Supply
0x00008123	did_dd09_subfield_1_data_def
0x0000814e	did_DD09_subfield_1
0x00008163	Vehicle Speed
0x0000817a	did_DD09
0x000081ea	Powerpack Off - Torque Not Available
0x00008210	did_dd0a_subfield_1_data_def_enum_1
0x0000823f	Powerpack On - Torque Not Available
0x00008264	did_dd0a_subfield_1_data_def_enum_2
0x00008293	Powerpack Start In Progress - Torque Not Available
0x000082c7	did_dd0a_subfield_1_data_def_enum_3
0x000082f6	Powerpack On - Torque Available
0x00008317	did_dd0a_subfield_1_data_def_enum_4
0x00008348	Not Received
0x00008356	did_dd0a_subfield_1_data_def_enum_5
0x00008388	did_dd0a_subfield_1_data_def
0x000083b3	did_DD0A_subfield_1
0x000083c8	Powerpack Torque Status
0x00008406	Unknown
0x0000840f	did_dd0a_subfield_2_data_def_enum_1
0x00008442	did_dd0a_subfield_2_data_def_enum_2
0x00008471	Accessory
0x0000847c	did_dd0a_subfield_2_data_def_enum_3
0x000084ab	Run
0x000084b0	did_dd0a_subfield_2_data_def_enum_4
0x000084df	Start
0x000084e6	did_dd0a_subfield_2_data_def_enum_5
0x00008519	did_dd0a_subfield_2_data_def_enum_6
0x0000854e	did_dd0a_subfield_2_data_def_enum_7
0x00008580	did_dd0a_subfield_2_data_def
0x000085ab	did_DD0A_subfield_2
0x000085c0	Ignition Status
0x000085f6	Not Supported
0x00008605	did_dd0a_subfield_3_data_def_enum_1
0x00008634	Supported
0x0000863f	did_dd0a_subfield_3_data_def_enum_2
0x0000866e	Not Supported Imminent
0x00008686	did_dd0a_subfield_3_data_def_enum_3
0x000086b5	Low Voltage Event In Progress
0x000086d4	did_dd0a_subfield_3_data_def_enum_4
0x00008703	Fault Limited
0x00008712	did_dd0a_subfield_3_data_def_enum_5
0x00008747	did_dd0a_subfield_3_data_def_enum_6
0x00008779	did_dd0a_subfield_3_data_def
0x000087a4	did_DD0A_subfield_3
0x000087b9	Electric Power Status
0x000087d8	did_DD0A
0x000087e2	Diagnostic Vehicle Mode
0x00008869	Disable
0x00008872	did_de00_subfield_1_data_def_enum_1
0x000088a1	Enable
0x000088a9	did_de00_subfield_1_data_def_enum_2
0x000088d9	0x01
0x000088e0	did_de00_subfield_1_data_def
0x0000890b	did_DE00_subfield_1
0x00008920	SCMSpeedDependentEnable_Cfg
0x00008968	did_de00_subfield_2_data_def_enum_1
0x0000899d	did_de00_subfield_2_data_def_enum_2
0x000089cd	0x00
0x000089d4	did_de00_subfield_2_data_def
0x000089ff	did_DE00_subfield_2
0x00008a14	SCMInit_AutoWipeOnReset_Cfg
0x00008a5c	did_de00_subfield_3_data_def_enum_1
0x00008a91	did_de00_subfield_3_data_def_enum_2
0x00008ac8	did_de00_subfield_3_data_def
0x00008af3	did_DE00_subfield_3
0x00008b08	SCMInit_OfftoAutoWipe_Cfg
0x00008b4e	did_de00_subfield_4_data_def_enum_1
0x00008b83	did_de00_subfield_4_data_def_enum_2
0x00008bba	did_de00_subfield_4_data_def
0x00008be5	did_DE00_subfield_4
0x00008bfa	SCMRrWipeLiftgateAjarEnable_Cfg
0x00008c39	did_de00_subfield_5_data_def
0x00008c64	did_DE00_subfield_5
0x00008c79	SCMRainSensorID_Cfg
0x00008cac	did_de00_subfield_6_data_def
0x00008cd7	did_DE00_subfield_6
0x00008cec	SCMWindshieldType_Cfg
0x00008d28	1500msec
0x00008d32	did_de00_subfield_7_data_def_enum_1
0x00008d61	1750msec
0x00008d6b	did_de00_subfield_7_data_def_enum_2
0x00008d9a	2000msec
0x00008da4	did_de00_subfield_7_data_def_enum_3
0x00008dd3	2250msec
0x00008ddd	did_de00_subfield_7_data_def_enum_4
0x00008e0c	2500msec
0x00008e16	did_de00_subfield_7_data_def_enum_5
0x00008e45	2750msec
0x00008e4f	did_de00_subfield_7_data_def_enum_6
0x00008e7e	3000msec
0x00008e88	did_de00_subfield_7_data_def_enum_7
0x00008eb7	3250msec
0x00008ec1	did_de00_subfield_7_data_def_enum_8
0x00008ef0	3500msec
0x00008efa	did_de00_subfield_7_data_def_enum_9
0x00008f29	3750msec
0x00008f33	did_de00_subfield_7_data_def_enum_10
0x00008f63	4000msec
0x00008f6d	did_de00_subfield_7_data_def_enum_11
0x00008f9d	4250msec
0x00008fa7	did_de00_subfield_7_data_def_enum_12
0x00008fd7	4500msec
0x00008fe1	did_de00_subfield_7_data_def_enum_13
0x00009011	4750msec
0x0000901b	did_de00_subfield_7_data_def_enum_14
0x0000904b	5000msec
0x00009055	did_de00_subfield_7_data_def_enum_15
0x00009085	5250msec
0x0000908f	did_de00_subfield_7_data_def_enum_16
0x000090c0	0x02
0x000090c7	did_de00_subfield_7_data_def
0x000090f2	did_DE00_subfield_7
0x00009107	SCMRrWipeTime_Cfg
0x0000913f	1s
0x00009143	did_de00_subfield_8_data_def_enum_1
0x00009172	2s
0x00009176	did_de00_subfield_8_data_def_enum_2
0x000091a5	3s
0x000091a9	did_de00_subfield_8_data_def_enum_3
0x000091d8	4s
0x000091dc	did_de00_subfield_8_data_def_enum_4
0x00009213	did_de00_subfield_8_data_def
0x0000923e	did_DE00_subfield_8
0x00009253	SCMCourtesyWipeTime_Cfg
0x00009291	600msec
0x0000929a	did_de00_subfield_9_data_def_enum_1
0x000092c9	800msec
0x000092d2	did_de00_subfield_9_data_def_enum_2
0x00009301	1000msec
0x0000930b	did_de00_subfield_9_data_def_enum_3
0x0000933a	1200msec
0x00009344	did_de00_subfield_9_data_def_enum_4
0x00009373	1400msec
0x0000937d	did_de00_subfield_9_data_def_enum_5
0x000093ac	1600msec
0x000093b6	did_de00_subfield_9_data_def_enum_6
0x000093e5	1800msec
0x000093ef	did_de00_subfield_9_data_def_enum_7
0x00009424	did_de00_subfield_9_data_def_enum_8
0x0000945b	did_de00_subfield_9_data_def
0x00009486	did_DE00_subfield_9
0x0000949b	SCMHdlpWashOnTime_Cfg
0x000094dd	did_de00_subfield_10_data_def_enum_1
0x00009513	did_de00_subfield_10_data_def_enum_2
0x00009549	did_de00_subfield_10_data_def_enum_3
0x0000957f	did_de00_subfield_10_data_def_enum_4
0x000095b7	did_de00_subfield_10_data_def
0x000095e3	did_DE00_subfield_10
0x000095f9	SCMHdlpWashOffTime_Cfg
0x00009636	100msec
0x0000963f	did_de00_subfield_11_data_def_enum_1
0x0000966f	250msec
0x00009678	did_de00_subfield_11_data_def_enum_2
0x000096a8	400msec
0x000096b1	did_de00_subfield_11_data_def_enum_3
0x000096e1	550msec
0x000096ea	did_de00_subfield_11_data_def_enum_4
0x00009722	did_de00_subfield_11_data_def
0x0000974e	did_DE00_subfield_11
0x00009764	SCMWashB4WipeTime_Cfg
0x000097a0	8 sec (yes)
0x000097ad	did_de00_subfield_12_data_def_enum_1
0x000097dd	10 sec (no)
0x000097ea	did_de00_subfield_12_data_def_enum_2
0x00009822	did_de00_subfield_12_data_def
0x0000984e	did_DE00_subfield_12
0x00009864	SCMRrWipePos1_Cfg
0x0000989c	0 sec (no)
0x000098a8	did_de00_subfield_13_data_def_enum_1
0x000098d8	5 sec (yes)
0x000098e5	did_de00_subfield_13_data_def_enum_2
0x0000991d	did_de00_subfield_13_data_def
0x00009949	did_DE00_subfield_13
0x0000995f	SCMRrWipePos2_Cfg
0x00009997	POS-1
0x0000999e	did_de00_subfield_14_data_def_enum_1
0x000099ce	POS-2
0x000099d5	did_de00_subfield_14_data_def_enum_2
0x00009a05	POS-3
0x00009a0c	did_de00_subfield_14_data_def_enum_3
0x00009a3c	POS-4
0x00009a43	did_de00_subfield_14_data_def_enum_4
0x00009a73	POS-5
0x00009a7a	did_de00_subfield_14_data_def_enum_5
0x00009aaa	POS-6
0x00009ab1	did_de00_subfield_14_data_def_enum_6
0x00009ae5	did_de00_subfield_14_data_def_enum_7
0x00009b19	did_de00_subfield_14_data_def_enum_8
0x00009b51	did_de00_subfield_14_data_def
0x00009b7d	did_DE00_subfield_14
0x00009b93	FWIntermittentMechPos1
0x00009bd6	did_de00_subfield_15_data_def_enum_1
0x00009c0c	did_de00_subfield_15_data_def_enum_2
0x00009c42	did_de00_subfield_15_data_def_enum_3
0x00009c78	did_de00_subfield_15_data_def_enum_4
0x00009cae	did_de00_subfield_15_data_def_enum_5
0x00009ce4	did_de00_subfield_15_data_def_enum_6
0x00009d18	did_de00_subfield_15_data_def_enum_7
0x00009d4c	did_de00_subfield_15_data_def_enum_8
0x00009d84	did_de00_subfield_15_data_def
0x00009db0	did_DE00_subfield_15
0x00009dc6	FWIntermittentMechPos2
0x00009e09	did_de00_subfield_16_data_def_enum_1
0x00009e3f	did_de00_subfield_16_data_def_enum_2
0x00009e75	did_de00_subfield_16_data_def_enum_3
0x00009eab	did_de00_subfield_16_data_def_enum_4
0x00009ee1	did_de00_subfield_16_data_def_enum_5
0x00009f17	did_de00_subfield_16_data_def_enum_6
0x00009f4b	did_de00_subfield_16_data_def_enum_7
0x00009f7f	did_de00_subfield_16_data_def_enum_8
0x00009fb0	0x04
0x00009fb7	did_de00_subfield_16_data_def
0x00009fe3	did_DE00_subfield_16
0x00009ff9	FWIntermittentMechPos3
0x0000a03c	did_de00_subfield_17_data_def_enum_1
0x0000a072	did_de00_subfield_17_data_def_enum_2
0x0000a0a8	did_de00_subfield_17_data_def_enum_3
0x0000a0de	did_de00_subfield_17_data_def_enum_4
0x0000a114	did_de00_subfield_17_data_def_enum_5
0x0000a14a	did_de00_subfield_17_data_def_enum_6
0x0000a17e	did_de00_subfield_17_data_def_enum_7
0x0000a1b2	did_de00_subfield_17_data_def_enum_8
0x0000a1e3	0x05
0x0000a1ea	did_de00_subfield_17_data_def
0x0000a216	did_DE00_subfield_17
0x0000a22c	FWIntermittentMechPos4
0x0000a298	did_de00_subfield_18_data_def
0x0000a2c4	did_DE00_subfield_18
0x0000a2da	AHBC_prevention_time
0x0000a344	did_de00_subfield_19_data_def
0x0000a370	did_DE00_subfield_19
0x0000a386	AHBC_Waiting_time_after_flash
0x0000a3ca	Config 1
0x0000a3d4	did_de00_subfield_20_data_def_enum_1
0x0000a404	Config 2
0x0000a40e	did_de00_subfield_20_data_def_enum_2
0x0000a446	did_de00_subfield_20_data_def
0x0000a472	did_DE00_subfield_20
0x0000a488	FrontWashWipe
0x0000a4c0	did_de00_subfield_21_data_def_enum_1
0x0000a4f4	did_de00_subfield_21_data_def_enum_2
0x0000a52c	did_de00_subfield_21_data_def
0x0000a558	did_DE00_subfield_21
0x0000a56e	SCMNeutralDisableAutoWipe_Cfg
0x0000a5b2	STANDARD
0x0000a5bc	did_de00_subfield_22_data_def_enum_1
0x0000a5ec	AQUABLADE
0x0000a5f7	did_de00_subfield_22_data_def_enum_2
0x0000a62f	did_de00_subfield_22_data_def
0x0000a65b	did_DE00_subfield_22
0x0000a671	SCMFtWasherType_Cfg
0x0000a68e	did_DE00
0x0000a698	Customer Data
0x0000a71b	did_de01_subfield_1_data_def_enum_1
0x0000a750	did_de01_subfield_1_data_def_enum_2
0x0000a787	did_de01_subfield_1_data_def
0x0000a7b2	did_DE01_subfield_1
0x0000a7c7	RSM_Present
0x0000a7f9	ECE market
0x0000a805	did_de01_subfield_2_data_def_enum_1
0x0000a834	Non ECE market
0x0000a844	did_de01_subfield_2_data_def_enum_2
0x0000a873	reserved
0x0000a87d	did_de01_subfield_2_data_def_enum_3
0x0000a8b2	did_de01_subfield_2_data_def_enum_4
0x0000a8e9	did_de01_subfield_2_data_def
0x0000a914	did_DE01_subfield_2
0x0000a929	Variant_Market
0x0000a962	did_de01_subfield_3_data_def_enum_1
0x0000a995	did_de01_subfield_3_data_def_enum_2
0x0000a9cc	did_de01_subfield_3_data_def
0x0000a9f7	did_DE01_subfield_3
0x0000aa0c	LightSensor_Present
0x0000aa46	B515MCA
0x0000aa4f	did_de01_subfield_4_data_def_enum_1
0x0000aa7e	B479
0x0000aa84	did_de01_subfield_4_data_def_enum_2
0x0000aab3	C519
0x0000aab9	did_de01_subfield_4_data_def_enum_3
0x0000aaee	did_de01_subfield_4_data_def_enum_4
0x0000ab23	did_de01_subfield_4_data_def_enum_5
0x0000ab58	did_de01_subfield_4_data_def_enum_6
0x0000ab8d	did_de01_subfield_4_data_def_enum_7
0x0000abc2	did_de01_subfield_4_data_def_enum_8
0x0000abf9	did_de01_subfield_4_data_def
0x0000ac24	did_DE01_subfield_4
0x0000ac39	HSW Carline
0x0000ac6f	did_de01_subfield_5_data_def_enum_1
0x0000aca2	did_de01_subfield_5_data_def_enum_2
0x0000acd9	did_de01_subfield_5_data_def
0x0000ad04	did_DE01_subfield_5
0x0000ad19	WithRearWiper
0x0000ad4d	No Switch
0x0000ad58	did_de01_subfield_6_data_def_enum_1
0x0000ad87	H1BT-9E740-A* / LV4T-9E740-B* / LX7T-9E740-C*
0x0000adb6	did_de01_subfield_6_data_def_enum_2
0x0000ade5	H1BT-9E740-B*
0x0000adf4	did_de01_subfield_6_data_def_enum_3
0x0000ae23	H1BT-9E740-C*
0x0000ae32	did_de01_subfield_6_data_def_enum_4
0x0000ae61	H1BT-9E740-D* / LB5T-9E740-F* / LX7T-9E740-A*
0x0000ae90	did_de01_subfield_6_data_def_enum_5
0x0000aebf	H1BT-9E740-E* / LV4T-9E740-A*
0x0000aede	did_de01_subfield_6_data_def_enum_6
0x0000af0d	ML3T-9E740-A*
0x0000af1c	did_de01_subfield_6_data_def_enum_7
0x0000af4b	ML3T-9E740-B* / ML3T-9E740-C*
0x0000af6a	did_de01_subfield_6_data_def_enum_8
0x0000af99	ML3T-9E740-D*
0x0000afa8	did_de01_subfield_6_data_def_enum_9
0x0000afd7	Reserved
0x0000afe1	did_de01_subfield_6_data_def_enum_10
0x0000b011	JX7T-9E740-A* / LV4T-9E740-C*
0x0000b030	did_de01_subfield_6_data_def_enum_11
0x0000b060	JX7T-9E740-B* / LB5T-9E740-C* / LX7T-9E740-B*
0x0000b08f	did_de01_subfield_6_data_def_enum_12
0x0000b0bf	JX7T-9E740-C* / LJ6T-9E740-A*
0x0000b0de	did_de01_subfield_6_data_def_enum_13
0x0000b114	did_de01_subfield_6_data_def_enum_14
0x0000b14a	did_de01_subfield_6_data_def_enum_15
0x0000b180	did_de01_subfield_6_data_def_enum_16
0x0000b1b6	did_de01_subfield_6_data_def_enum_17
0x0000b1e6	JX7T-9E740-D*
0x0000b1f5	did_de01_subfield_6_data_def_enum_18
0x0000b225	LB5T-9E740-A*
0x0000b234	did_de01_subfield_6_data_def_enum_19
0x0000b264	LB5T-9E740-B*
0x0000b273	did_de01_subfield_6_data_def_enum_20
0x0000b2a3	LJ8T-9E740-A*
0x0000b2b2	did_de01_subfield_6_data_def_enum_21
0x0000b2e2	LJ8T-9E740-B*
0x0000b2f1	did_de01_subfield_6_data_def_enum_22
0x0000b321	M2DT-9E740-A*
0x0000b330	did_de01_subfield_6_data_def_enum_23
0x0000b360	M2DT-9E740-B*
0x0000b36f	did_de01_subfield_6_data_def_enum_24
0x0000b39f	M2DT-9E740-C*
0x0000b3ae	did_de01_subfield_6_data_def_enum_25
0x0000b3de	N2DV-9E740-A*
0x0000b3ed	did_de01_subfield_6_data_def_enum_26
0x0000b41d	NL7T-9E740-A* + NL7T-9E740-C*
0x0000b43c	did_de01_subfield_6_data_def_enum_27
0x0000b46c	MB6T-9E740-A*
0x0000b47b	did_de01_subfield_6_data_def_enum_28
0x0000b4ab	MB6T-9E740-B*
0x0000b4ba	did_de01_subfield_6_data_def_enum_29
0x0000b4ea	MB6T-9E740-C*
0x0000b4f9	did_de01_subfield_6_data_def_enum_30
0x0000b529	MB6T-9E740-D*
0x0000b538	did_de01_subfield_6_data_def_enum_31
0x0000b568	MB6T-9E740-E*
0x0000b577	did_de01_subfield_6_data_def_enum_32
0x0000b5af	did_de01_subfield_6_data_def
0x0000b5da	did_DE01_subfield_6
0x0000b5ef	SteeringWheelSwitchLeft
0x0000b62d	No switch
0x0000b638	did_de01_subfield_7_data_def_enum_1
0x0000b667	H1BT-14K147-A* / LB5T-9E740-D*
0x0000b687	did_de01_subfield_7_data_def_enum_2
0x0000b6b6	H1BT-14K147-B* / LB5T-9E740-E* / LV4T-9E740-D*
0x0000b6e6	did_de01_subfield_7_data_def_enum_3
0x0000b715	ML3T-9E740-E* / ML3T-9E740-F*
0x0000b734	did_de01_subfield_7_data_def_enum_4
0x0000b769	did_de01_subfield_7_data_def_enum_5
0x0000b798	JX7T-14K147-A*
0x0000b7a8	did_de01_subfield_7_data_def_enum_6
0x0000b7dd	did_de01_subfield_7_data_def_enum_7
0x0000b80c	KX7T-14K147-A*
0x0000b81c	did_de01_subfield_7_data_def_enum_8
0x0000b84b	LJ6T-9E740-B* / LX7T-14K147-A*
0x0000b86b	did_de01_subfield_7_data_def_enum_9
0x0000b89a	LJ8T-9E740-C*
0x0000b8a9	did_de01_subfield_7_data_def_enum_10
0x0000b8d9	M2DT-9E740-D*
0x0000b8e8	did_de01_subfield_7_data_def_enum_11
0x0000b918	N2DV-9E740-B*
0x0000b927	did_de01_subfield_7_data_def_enum_12
0x0000b957	NL7T-9E740-B* + NL7T-9E740-D*
0x0000b976	did_de01_subfield_7_data_def_enum_13
0x0000b9a6	NL7T-9E740-B* + NL7T-9E740-E*
0x0000b9c5	did_de01_subfield_7_data_def_enum_14
0x0000b9f5	MB6T-14K147-A*
0x0000ba05	did_de01_subfield_7_data_def_enum_15
0x0000ba35	MB6T-14K147-B*
0x0000ba45	did_de01_subfield_7_data_def_enum_16
0x0000ba7b	did_de01_subfield_7_data_def_enum_17
0x0000bab1	did_de01_subfield_7_data_def_enum_18
0x0000bae7	did_de01_subfield_7_data_def_enum_19
0x0000bb1d	did_de01_subfield_7_data_def_enum_20
0x0000bb53	did_de01_subfield_7_data_def_enum_21
0x0000bb89	did_de01_subfield_7_data_def_enum_22
0x0000bbbf	did_de01_subfield_7_data_def_enum_23
0x0000bbf5	did_de01_subfield_7_data_def_enum_24
0x0000bc2b	did_de01_subfield_7_data_def_enum_25
0x0000bc61	did_de01_subfield_7_data_def_enum_26
0x0000bc97	did_de01_subfield_7_data_def_enum_27
0x0000bccd	did_de01_subfield_7_data_def_enum_28
0x0000bd03	did_de01_subfield_7_data_def_enum_29
0x0000bd39	did_de01_subfield_7_data_def_enum_30
0x0000bd6f	did_de01_subfield_7_data_def_enum_31
0x0000bda5	did_de01_subfield_7_data_def_enum_32
0x0000bddd	did_de01_subfield_7_data_def
0x0000be08	did_DE01_subfield_7
0x0000be1d	SteeringWheelSwitchRight
0x0000be60	did_de01_subfield_8_data_def_enum_1
0x0000be93	did_de01_subfield_8_data_def_enum_2
0x0000beca	did_de01_subfield_8_data_def
0x0000bef5	did_DE01_subfield_8
0x0000bf0a	WithLaneKeepingAid
0x0000bf43	Undefined
0x0000bf4e	did_de01_subfield_9_data_def_enum_1
0x0000bf7d	No AHB Feature
0x0000bf8d	did_de01_subfield_9_data_def_enum_2
0x0000bfbc	AHBC
0x0000bfc2	did_de01_subfield_9_data_def_enum_3
0x0000bff1	GFHB
0x0000bff7	did_de01_subfield_9_data_def_enum_4
0x0000c026	ADB
0x0000c02b	did_de01_subfield_9_data_def_enum_5
0x0000c062	did_de01_subfield_9_data_def
0x0000c08d	did_DE01_subfield_9
0x0000c0a2	AHB_Feature
0x0000c103	did_de01_subfield_10_data_def
0x0000c12f	did_DE01_subfield_10
0x0000c145	HswGainProportionalPart
0x0000c1b2	did_de01_subfield_11_data_def
0x0000c1de	did_DE01_subfield_11
0x0000c1f4	HswGainIntegralPart
0x0000c234	did_de01_subfield_12_data_def_enum_1
0x0000c26a	did_de01_subfield_12_data_def_enum_2
0x0000c2a0	did_de01_subfield_12_data_def_enum_3
0x0000c2d6	did_de01_subfield_12_data_def_enum_4
0x0000c30c	did_de01_subfield_12_data_def_enum_5
0x0000c342	did_de01_subfield_12_data_def_enum_6
0x0000c378	did_de01_subfield_12_data_def_enum_7
0x0000c3ae	did_de01_subfield_12_data_def_enum_8
0x0000c3e4	did_de01_subfield_12_data_def_enum_9
0x0000c41a	did_de01_subfield_12_data_def_enum_10
0x0000c451	did_de01_subfield_12_data_def_enum_11
0x0000c488	did_de01_subfield_12_data_def_enum_12
0x0000c4bf	did_de01_subfield_12_data_def_enum_13
0x0000c4f6	did_de01_subfield_12_data_def_enum_14
0x0000c52d	did_de01_subfield_12_data_def_enum_15
0x0000c564	did_de01_subfield_12_data_def_enum_16
0x0000c596	0x0B
0x0000c59d	did_de01_subfield_12_data_def
0x0000c5c9	did_DE01_subfield_12
0x0000c5df	HswTempSetPointLevel_3
0x0000c61c	Disabled
0x0000c626	did_de01_subfield_13_data_def_enum_1
0x0000c656	Enabled
0x0000c65f	did_de01_subfield_13_data_def_enum_2
0x0000c697	did_de01_subfield_13_data_def
0x0000c6c3	did_DE01_subfield_13
0x0000c6d9	WithTiltTele
0x0000c705	did_de01_subfield_14_data_def
0x0000c731	did_DE01_subfield_14
0x0000c747	DrvInputRequiredTimer
0x0000c766	did_DE01
0x0000c770	Static Data
0x0000c7f1	did_de02_subfield_1_data_def_enum_1
0x0000c826	did_de02_subfield_1_data_def_enum_2
0x0000c85d	did_de02_subfield_1_data_def
0x0000c888	did_DE02_subfield_1
0x0000c89d	SCMCourtesyWipeEnable_Cfg
0x0000c8e3	did_de02_subfield_2_data_def_enum_1
0x0000c918	did_de02_subfield_2_data_def_enum_2
0x0000c94f	did_de02_subfield_2_data_def
0x0000c97a	did_DE02_subfield_2
0x0000c98f	SCMRainSensingEnable_Cfg
0x0000c9d4	did_de02_subfield_3_data_def_enum_1
0x0000ca09	did_de02_subfield_3_data_def_enum_2
0x0000ca40	did_de02_subfield_3_data_def
0x0000ca6b	did_DE02_subfield_3
0x0000ca80	SCMRrWipeReverseWipe_Cfg
0x0000caa2	did_DE02
0x0000caac	Dynamic Data
0x0000cb4b	did_ee00_subfield_1_data_def
0x0000cb76	did_EE00_subfield_1
0x0000cb8b	Steering Wheel CLC Integral value
0x0000cbb6	did_EE00
0x0000cbc0	Steering Wheel CLC Integral value
0x0000cc74	did_ee01_subfield_1_data_def
0x0000cc9f	did_EE01_subfield_1
0x0000ccb4	Steering Wheel CLC Proportional value
0x0000cce3	did_EE01
0x0000cced	Steering Wheel CLC Proportional value
0x0000cd76	Ok
0x0000cd7a	did_ee02_subfield_1_data_def_enum_1
0x0000cda9	Error
0x0000cdb0	did_ee02_subfield_1_data_def_enum_2
0x0000cde2	did_ee02_subfield_1_data_def
0x0000ce0d	did_EE02_subfield_1
0x0000ce22	Error_Warning
0x0000ce56	No Fault
0x0000ce60	did_ee02_subfield_2_data_def_enum_1
0x0000ce8f	Fault
0x0000ce96	did_ee02_subfield_2_data_def_enum_2
0x0000cec8	did_ee02_subfield_2_data_def
0x0000cef3	did_EE02_subfield_2
0x0000cf08	HSW_HtrElShrtG
0x0000cf43	did_ee02_subfield_3_data_def_enum_1
0x0000cf78	did_ee02_subfield_3_data_def_enum_2
0x0000cfaa	did_ee02_subfield_3_data_def
0x0000cfd5	did_EE02_subfield_3
0x0000cfea	HSW_HtrElShrtB
0x0000d025	did_ee02_subfield_4_data_def_enum_1
0x0000d05a	did_ee02_subfield_4_data_def_enum_2
0x0000d08c	did_ee02_subfield_4_data_def
0x0000d0b7	did_EE02_subfield_4
0x0000d0cc	HSW_TeSnsShrtG
0x0000d107	did_ee02_subfield_5_data_def_enum_1
0x0000d13c	did_ee02_subfield_5_data_def_enum_2
0x0000d16e	did_ee02_subfield_5_data_def
0x0000d199	did_EE02_subfield_5
0x0000d1ae	HSW_TeSnsShrtB
0x0000d1e9	did_ee02_subfield_6_data_def_enum_1
0x0000d21e	did_ee02_subfield_6_data_def_enum_2
0x0000d250	did_ee02_subfield_6_data_def
0x0000d27b	did_EE02_subfield_6
0x0000d290	HSW_IntElFault
