# G2400186.mdx  size=2,716,274 B  records=48731
0x00000a0f	session_02
0x00009fce	routine_FA89_param_2_start_resp_1_subfield_1
0x00009ffc	Test Status
0x0000a012	Response Additional Data
0x0000a047	routine_FA89
0x0000a055	Restore Factory Image
0x0000a122	routine_routine_ff00_start_req_1_subfield_1_bit_0_req_data_def
0x0000a16f	routine_routine_FF00_start_req_1_subfield_1
0x0000a19c	Memory Address
0x0000a1ca	routine_routine_ff00_start_req_1_subfield_2_bit_1_req_data_def
0x0000a217	routine_routine_FF00_start_req_1_subfield_2
0x0000a244	Memory Size
0x0000a25a	Request Additional Data
0x0000a2af	Type 1
0x0000a2b7	routine_ff00_param_1_start_resp_1_routinetype_resp_data_def_enum_1
0x0000a308	routine_ff00_param_1_start_resp_1_routinetype_resp_data_def
0x0000a352	routine_FF00_param_1_start_resp_1_subfield_1
0x0000a380	RoutineType
0x0000a3b2	completed
0x0000a3bd	routine_ff00_param_1_start_resp_1_routinestatus_resp_data_def_enum_1
0x0000a410	routine_ff00_param_1_start_resp_1_routinestatus_resp_data_def
0x0000a45c	routine_FF00_param_1_start_resp_1_subfield_2
0x0000a48a	RoutineStatus
0x0000a4a2	RoutineInfo
0x0000a4ca	routine_FF00
0x0000a4d8	Flash Erase
0x0000a70f	session_01
0x0000a71b	defaultSession
0x0000a826	session_03
0x0000a832	extendedDiagnosticSession
0x0000a852	service_22_p4_max_00
0x0000aa16	session_02
0x0000aa22	programmingSession
0x0000aa3b	service_22_p4_max_01
0x0000aa9e	nrc_13
0x0000aaa6	incorrectMessageLengthOrInvalidFormat
0x0000aae4	nrc_31
0x0000aaec	requestOutOfRange
0x0000ab16	nrc_33
0x0000ab1e	securityAccessDenied
0x0000ab4b	nrc_F2
0x0000ab53	onBoardTesterActive
0x0000ab81	service_22
0x0000ab8d	ReadDataByIdentifier
0x0000ac7d	did_0479_subfield_1_data_def
0x0000aca8	did_0479_subfield_1
0x0000acbd	Stop-Start Start Counter
0x0000acdf	did_0479
0x0000ace9	Stop-Start Start Counter
0x0000ad5f	Key out
0x0000ad68	did_411f_subfield_1_data_def_enum_1
0x0000ad97	Key in
0x0000ad9f	did_411f_subfield_1_data_def_enum_2
0x0000adce	Accessory
0x0000add9	did_411f_subfield_1_data_def_enum_3
0x0000ae08	Ignition
0x0000ae12	did_411f_subfield_1_data_def_enum_4
0x0000ae41	Crank
0x0000ae48	did_411f_subfield_1_data_def_enum_5
0x0000ae77	Key in OFF position
0x0000ae8c	did_411f_subfield_1_data_def_enum_6
0x0000aebb	Key In and Accessory Position
0x0000aeda	did_411f_subfield_1_data_def_enum_7
0x0000af09	Key In and Run Position
0x0000af22	did_411f_subfield_1_data_def_enum_8
0x0000af51	Key In and Start Position
0x0000af6c	did_411f_subfield_1_data_def_enum_9
0x0000af9b	Key In and Off Position
0x0000afb4	did_411f_subfield_1_data_def_enum_10
0x0000afe4	Key Out and Accessory Position
0x0000b004	did_411f_subfield_1_data_def_enum_11
0x0000b034	Key Out and Run Position
0x0000b04e	did_411f_subfield_1_data_def_enum_12
0x0000b07e	Key Out and Start Position
0x0000b09a	did_411f_subfield_1_data_def_enum_13
0x0000b0ca	Key Out and Off Position
0x0000b0e4	did_411f_subfield_1_data_def_enum_14
0x0000b114	Unknown
0x0000b11d	did_411f_subfield_1_data_def_enum_15
0x0000b14d	Invalid
0x0000b156	did_411f_subfield_1_data_def_enum_16
0x0000b189	did_411f_subfield_1_data_def
0x0000b1b4	did_411F_subfield_1
0x0000b1c9	Key Position
0x0000b1df	did_411F
0x0000b1e9	Key Position
0x0000b28e	did_4917_subfield_1_data_def
0x0000b2b9	did_4917_subfield_1
0x0000b2ce	Periodic Discharge Power Alert
0x0000b2f6	did_4917
0x0000b300	Periodic Discharge Power Alert
0x0000b3b7	did_602f_subfield_1_data_def
0x0000b3e2	did_602F_subfield_1
0x0000b3f7	Periodic Driver Behavior Data Alert
0x0000b470	did_602f_subfield_2_data_def
0x0000b49b	did_602F_subfield_2
0x0000b4b0	Data Collection Duration
0x0000b4d2	did_602F
0x0000b4dc	User Based Insurance (UBI) Feature Configurations 1
0x0000b579	None
0x0000b57f	did_6035_subfield_1_data_def_enum_1
0x0000b5ae	Fleet and Usage Based Insurance
0x0000b5cf	did_6035_subfield_1_data_def_enum_2
0x0000b601	did_6035_subfield_1_data_def
0x0000b62c	did_6035_subfield_1
0x0000b641	High Precision Time
0x0000b65e	did_6035
0x0000b668	High Precision Time
0x0000b714	did_6036_subfield_1_data_def
0x0000b73f	did_6036_subfield_1
0x0000b754	Hard Cornering Constant
0x0000b775	did_6036
0x0000b77f	Hard Cornering Constant
0x0000b82f	did_6037_subfield_1_data_def
0x0000b85a	did_6037_subfield_1
0x0000b86f	Periodic Driver Behavior Data Count
0x0000b89c	did_6037
0x0000b8a6	Periodic Driver Behavior Data Count
0x0000b962	did_6038_subfield_1_data_def
0x0000b98d	did_6038_subfield_1
0x0000b9a2	Hard Cornering Duration Limit
0x0000b9c9	did_6038
0x0000b9d3	Hard Cornering Duration Limit
0x0000ba89	did_6039_subfield_1_data_def
0x0000bab4	did_6039_subfield_1
0x0000bac9	Threshold Vehicle Speed
0x0000baea	did_6039
0x0000baf4	Threshold Vehicle Speed
0x0000bb75	Disabled
0x0000bb7f	did_603a_subfield_1_data_def_enum_1
0x0000bbae	Enabled
0x0000bbb7	did_603a_subfield_1_data_def_enum_2
0x0000bbe6	In-Cab Coach Driver Behavior Alert
0x0000bc0a	did_603a_subfield_1_data_def_enum_3
0x0000bc3c	did_603a_subfield_1_data_def
0x0000bc67	did_603A_subfield_1
0x0000bc7c	Posted Speed Limit Alert
0x0000bcea	did_603a_subfield_2_data_def
0x0000bd15	did_603A_subfield_2
0x0000bd2a	Posted Speed Limit Threshold Offset
0x0000bda3	did_603a_subfield_3_data_def
0x0000bdce	did_603A_subfield_3
0x0000bde3	Posted Speed Duration Limit
0x0000be08	did_603A
0x0000be12	Posted Speed Coaching Alert Configurations
0x0000beca	did_8033_subfield_1_data_def
0x0000bef5	did_8033_subfield_1
0x0000bf0a	Embedded Consumer Operating System Part Number
0x0000bf42	did_8033
0x0000bf4c	Embedded Consumer Operating System Part Number
0x0000bfe6	did_8060_subfield_1_data_def
0x0000c011	did_8060_subfield_1
0x0000c026	Embedded Consumer Application Part Number 1
0x0000c082	did_8060_subfield_2_data_def
0x0000c0ad	did_8060_subfield_2
0x0000c0c2	Embedded Consumer Application Part Number 2
0x0000c11e	did_8060_subfield_3_data_def
0x0000c149	did_8060_subfield_3
0x0000c15e	Embedded Consumer Application Part Number 3
0x0000c1ba	did_8060_subfield_4_data_def
0x0000c1e5	did_8060_subfield_4
0x0000c1fa	Embedded Consumer Application Part Number 4
0x0000c256	did_8060_subfield_5_data_def
0x0000c281	did_8060_subfield_5
0x0000c296	Embedded Consumer Application Part Number 5
0x0000c2f2	did_8060_subfield_6_data_def
0x0000c31d	did_8060_subfield_6
0x0000c332	Embedded Consumer Application Part Number 6
0x0000c38e	did_8060_subfield_7_data_def
0x0000c3b9	did_8060_subfield_7
0x0000c3ce	Embedded Consumer Application Part Number 7
0x0000c42a	did_8060_subfield_8_data_def
0x0000c455	did_8060_subfield_8
0x0000c46a	Embedded Consumer Application Part Number 8
0x0000c4c6	did_8060_subfield_9_data_def
0x0000c4f1	did_8060_subfield_9
0x0000c506	Embedded Consumer Application Part Number 9
0x0000c562	did_8060_subfield_10_data_def
0x0000c58e	did_8060_subfield_10
0x0000c5a4	Embedded Consumer Application Part Number 10
0x0000c601	did_8060_subfield_11_data_def
0x0000c62d	did_8060_subfield_11
0x0000c643	Embedded Consumer Application Part Number 11
0x0000c6a0	did_8060_subfield_12_data_def
0x0000c6cc	did_8060_subfield_12
0x0000c6e2	Embedded Consumer Application Part Number 12
0x0000c73f	did_8060_subfield_13_data_def
0x0000c76b	did_8060_subfield_13
0x0000c781	Embedded Consumer Application Part Number 13
0x0000c7de	did_8060_subfield_14_data_def
0x0000c80a	did_8060_subfield_14
0x0000c820	Embedded Consumer Application Part Number 14
0x0000c87d	did_8060_subfield_15_data_def
0x0000c8a9	did_8060_subfield_15
0x0000c8bf	Embedded Consumer Application Part Number 15
0x0000c91a	did_8060_subfield_16_data_def
0x0000c946	did_8060_subfield_16
0x0000c95c	Embedded Consumer Application Part Number 16
0x0000c992	did_8060
0x0000c99c	Embedded Consumer Applications Part Numbers 1
0x0000ca35	did_8061_subfield_1_data_def
0x0000ca60	did_8061_subfield_1
0x0000ca75	Embedded Consumer Application Part Number 17
0x0000cad2	did_8061_subfield_2_data_def
0x0000cafd	did_8061_subfield_2
0x0000cb12	Embedded Consumer Application Part Number 18
0x0000cb6f	did_8061_subfield_3_data_def
0x0000cb9a	did_8061_subfield_3
0x0000cbaf	Embedded Consumer Application Part Number 19
0x0000cc0c	did_8061_subfield_4_data_def
0x0000cc37	did_8061_subfield_4
0x0000cc4c	Embedded Consumer Application Part Number 20
0x0000cca9	did_8061_subfield_5_data_def
0x0000ccd4	did_8061_subfield_5
0x0000cce9	Embedded Consumer Application Part Number 21
0x0000cd46	did_8061_subfield_6_data_def
0x0000cd71	did_8061_subfield_6
0x0000cd86	Embedded Consumer Application Part Number 22
0x0000cde3	did_8061_subfield_7_data_def
0x0000ce0e	did_8061_subfield_7
0x0000ce23	Embedded Consumer Application Part Number 23
0x0000ce80	did_8061_subfield_8_data_def
0x0000ceab	did_8061_subfield_8
0x0000cec0	Embedded Consumer Application Part Number 24
0x0000cf1d	did_8061_subfield_9_data_def
0x0000cf48	did_8061_subfield_9
0x0000cf5d	Embedded Consumer Application Part Number 25
0x0000cfba	did_8061_subfield_10_data_def
0x0000cfe6	did_8061_subfield_10
0x0000cffc	Embedded Consumer Application Part Number 26
0x0000d059	did_8061_subfield_11_data_def
0x0000d085	did_8061_subfield_11
0x0000d09b	Embedded Consumer Application Part Number 27
0x0000d0f8	did_8061_subfield_12_data_def
0x0000d124	did_8061_subfield_12
0x0000d13a	Embedded Consumer Application Part Number 28
0x0000d197	did_8061_subfield_13_data_def
0x0000d1c3	did_8061_subfield_13
0x0000d1d9	Embedded Consumer Application Part Number 29
0x0000d236	did_8061_subfield_14_data_def
0x0000d262	did_8061_subfield_14
0x0000d278	Embedded Consumer Application Part Number 30
0x0000d2d5	did_8061_subfield_15_data_def
0x0000d301	did_8061_subfield_15
0x0000d317	Embedded Consumer Application Part Number 31
0x0000d372	did_8061_subfield_16_data_def
0x0000d39e	did_8061_subfield_16
0x0000d3b4	Embedded Consumer Application Part Number 32
0x0000d3ea	did_8061
0x0000d3f4	Embedded Consumer Applications Part Numbers 2
0x0000d489	did_8068_subfield_1_data_def
0x0000d4b4	did_8068_subfield_1
0x0000d4c9	Embedded Consumer Boot Software Part Number
0x0000d4fe	did_8068
0x0000d508	Embedded Consumer Boot Software Part Number
0x0000d59f	did_806a_subfield_1_data_def
0x0000d5ca	did_806A_subfield_1
0x0000d5df	Embedded Consumer Application Part Number 33
0x0000d63c	did_806a_subfield_2_data_def
0x0000d667	did_806A_subfield_2
0x0000d67c	Embedded Consumer Application Part Number 34
0x0000d6d9	did_806a_subfield_3_data_def
0x0000d704	did_806A_subfield_3
0x0000d719	Embedded Consumer Application Part Number 35
0x0000d776	did_806a_subfield_4_data_def
0x0000d7a1	did_806A_subfield_4
0x0000d7b6	Embedded Consumer Application Part Number 36
0x0000d813	did_806a_subfield_5_data_def
0x0000d83e	did_806A_subfield_5
0x0000d853	Embedded Consumer Application Part Number 37
0x0000d8b0	did_806a_subfield_6_data_def
0x0000d8db	did_806A_subfield_6
0x0000d8f0	Embedded Consumer Application Part Number 38
0x0000d94d	did_806a_subfield_7_data_def
0x0000d978	did_806A_subfield_7
0x0000d98d	Embedded Consumer Application Part Number 39
0x0000d9ea	did_806a_subfield_8_data_def
0x0000da15	did_806A_subfield_8
0x0000da2a	Embedded Consumer Application Part Number 40
0x0000da87	did_806a_subfield_9_data_def
0x0000dab2	did_806A_subfield_9
0x0000dac7	Embedded Consumer Application Part Number 41
0x0000db24	did_806a_subfield_10_data_def
0x0000db50	did_806A_subfield_10
0x0000db66	Embedded Consumer Application Part Number 42
0x0000dbc3	did_806a_subfield_11_data_def
0x0000dbef	did_806A_subfield_11
0x0000dc05	Embedded Consumer Application Part Number 43
0x0000dc62	did_806a_subfield_12_data_def
0x0000dc8e	did_806A_subfield_12
0x0000dca4	Embedded Consumer Application Part Number 44
0x0000dd01	did_806a_subfield_13_data_def
0x0000dd2d	did_806A_subfield_13
0x0000dd43	Embedded Consumer Application Part Number 45
0x0000dda0	did_806a_subfield_14_data_def
0x0000ddcc	did_806A_subfield_14
0x0000dde2	Embedded Consumer Application Part Number 46
0x0000de3f	did_806a_subfield_15_data_def
0x0000de6b	did_806A_subfield_15
0x0000de81	Embedded Consumer Application Part Number 47
0x0000dedc	did_806a_subfield_16_data_def
0x0000df08	did_806A_subfield_16
0x0000df1e	Embedded Consumer Application Part Number 48
0x0000df54	did_806A
0x0000df5e	Embedded Consumer Applications Part Number 3
0x0000dff6	did_806b_subfield_1_data_def
0x0000e021	did_806B_subfield_1
0x0000e036	Embedded Consumer Application Part Number 49
0x0000e093	did_806b_subfield_2_data_def
0x0000e0be	did_806B_subfield_2
0x0000e0d3	Embedded Consumer Application Part Number 50
0x0000e130	did_806b_subfield_3_data_def
0x0000e15b	did_806B_subfield_3
0x0000e170	Embedded Consumer Application Part Number 51
0x0000e1cd	did_806b_subfield_4_data_def
0x0000e1f8	did_806B_subfield_4
0x0000e20d	Embedded Consumer Application Part Number 52
0x0000e26a	did_806b_subfield_5_data_def
0x0000e295	did_806B_subfield_5
0x0000e2aa	Embedded Consumer Application Part Number 53
0x0000e307	did_806b_subfield_6_data_def
0x0000e332	did_806B_subfield_6
0x0000e347	Embedded Consumer Application Part Number 54
0x0000e3a4	did_806b_subfield_7_data_def
0x0000e3cf	did_806B_subfield_7
0x0000e3e4	Embedded Consumer Application Part Number 55
0x0000e441	did_806b_subfield_8_data_def
0x0000e46c	did_806B_subfield_8
0x0000e481	Embedded Consumer Application Part Number 56
0x0000e4de	did_806b_subfield_9_data_def
0x0000e509	did_806B_subfield_9
0x0000e51e	Embedded Consumer Application Part Number 57
0x0000e57b	did_806b_subfield_10_data_def
0x0000e5a7	did_806B_subfield_10
0x0000e5bd	Embedded Consumer Application Part Number 58
0x0000e61a	did_806b_subfield_11_data_def
0x0000e646	did_806B_subfield_11
0x0000e65c	Embedded Consumer Application Part Number 59
0x0000e6b9	did_806b_subfield_12_data_def
0x0000e6e5	did_806B_subfield_12
0x0000e6fb	Embedded Consumer Application Part Number 60
0x0000e758	did_806b_subfield_13_data_def
0x0000e784	did_806B_subfield_13
0x0000e79a	Embedded Consumer Application Part Number 61
0x0000e7f7	did_806b_subfield_14_data_def
0x0000e823	did_806B_subfield_14
0x0000e839	Embedded Consumer Application Part Number 62
0x0000e896	did_806b_subfield_15_data_def
0x0000e8c2	did_806B_subfield_15
0x0000e8d8	Embedded Consumer Application Part Number 63
0x0000e933	did_806b_subfield_16_data_def
0x0000e95f	did_806B_subfield_16
0x0000e975	Embedded Consumer Application Part Number 64
0x0000e9ab	did_806B
0x0000e9b5	Embedded Consumer Applications Part Number 4
0x0000ea7c	did_806e_subfield_1_data_def
0x0000eaa7	did_806E_subfield_1
0x0000eabc	Audio Volume Change Timer
0x0000eadf	did_806E
0x0000eae9	Audio Volume Change Timer
0x0000eb6e	The Data Bundles to be Sent with Alerts are VehicleCommon and DriverSafetyData
0x0000ebbe	did_806f_subfield_1_data_def_enum_1
0x0000ebed	The Data Bundles to be Sent with Alerts are VehicleCommon, DriverSafetyData and VehiclePosition
0x0000ec4e	did_806f_subfield_1_data_def_enum_2
0x0000ec80	did_806f_subfield_1_data_def
0x0000ecab	did_806F_subfield_1
0x0000ecc0	Bluetooth Phone Alert With Position
0x0000eced	did_806F
0x0000ecf7	Bluetooth Phone Alert With Position
0x0000ed86	The Data Bundles to be Sent with Alerts are VehicleCommon and DriverSafetyData
0x0000edd6	did_8070_subfield_1_data_def_enum_1
0x0000ee05	The Data Bundles to be Sent with Alerts are VehicleCommon, DriverSafetyData and VehiclePosition
0x0000ee66	did_8070_subfield_1_data_def_enum_2
0x0000ee98	did_8070_subfield_1_data_def
0x0000eec3	did_8070_subfield_1
0x0000eed8	Audio Volume Change Alert With Position
0x0000ef09	did_8070
0x0000ef13	Audio Volume Change Alert With Position
0x0000efa2	did_9140_subfield_1_data_def
0x0000efcd	did_9140_subfield_1
0x0000efe2	Connected Blue Zone Map Data
0x0000f008	did_9140
0x0000f012	Connected Blue Zone Map Data
0x0000f0c9	did_a011_subfield_1_data_def
0x0000f0f4	did_A011_subfield_1
0x0000f109	Loss of GPS 3DFix Alert
0x0000f176	did_a011_subfield_2_data_def
0x0000f1a1	did_A011_subfield_2
0x0000f1b6	Periodic Data Publish Interval Key OFF
0x0000f232	did_a011_subfield_3_data_def
0x0000f25d	did_A011_subfield_3
0x0000f272	Minor Timed Alert (Vehicle Position Alert) Interval
0x0000f2af	did_A011
0x0000f2b9	Fleet Feature Configurations 1
0x0000f376	did_a014_subfield_1_data_def
0x0000f3a1	did_A014_subfield_1
0x0000f3b6	Idling Requirement Speed Limit
0x0000f42e	did_a014_subfield_2_data_def
0x0000f459	did_A014_subfield_2
0x0000f46e	Idling Requirement Duration Limit
0x0000f4e9	did_a014_subfield_3_data_def
0x0000f514	did_A014_subfield_3
0x0000f529	Excessive Idle Begin Violation Duration
0x0000f57f	did_a014_subfield_4_data_def_enum_1
0x0000f5b2	did_a014_subfield_4_data_def_enum_2
0x0000f5e5	did_a014_subfield_4_data_def_enum_3
0x0000f617	did_a014_subfield_4_data_def
0x0000f642	did_A014_subfield_4
0x0000f657	Excessive Idle Chime
0x0000f6c5	did_a014_subfield_5_data_def
0x0000f6f0	did_A014_subfield_5
0x0000f705	Excessive GAS RPM Limit
0x0000f776	did_a014_subfield_6_data_def
0x0000f7a1	did_A014_subfield_6
0x0000f7b6	Excessive Diesel RPM Limit
0x0000f82a	did_a014_subfield_7_data_def
0x0000f855	did_A014_subfield_7
0x0000f86a	Excessive RPM Duration Limit
0x0000f8e0	did_a014_subfield_8_data_def
0x0000f90b	did_A014_subfield_8
0x0000f920	Excessive Vehicle Speed Limit
0x0000f997	did_a014_subfield_9_data_def
0x0000f9c2	did_A014_subfield_9
0x0000f9d7	Excessive Vehicle Speed Duration Limit
0x0000fa2c	did_a014_subfield_10_data_def_enum_1
0x0000fa60	did_a014_subfield_10_data_def_enum_2
0x0000fa94	did_a014_subfield_10_data_def_enum_3
0x0000fac7	did_a014_subfield_10_data_def
0x0000faf3	did_A014_subfield_10
0x0000fb09	Excessive Vehicle Speed Chime
0x0000fb80	did_a014_subfield_11_data_def
0x0000fbac	did_A014_subfield_11
0x0000fbc2	Hard Acceleration Rate Limit
0x0000fc38	did_a014_subfield_12_data_def
0x0000fc64	did_A014_subfield_12
0x0000fc7a	Hard Acceleration Hysteresis
0x0000fcf0	did_a014_subfield_13_data_def
0x0000fd1c	did_A014_subfield_13
0x0000fd32	Hard Acceleration Duration
0x0000fd7b	did_a014_subfield_14_data_def_enum_1
0x0000fdaf	did_a014_subfield_14_data_def_enum_2
0x0000fde3	did_a014_subfield_14_data_def_enum_3
0x0000fe16	did_a014_subfield_14_data_def
0x0000fe42	did_A014_subfield_14
0x0000fe58	Hard Accelerating Chime
0x0000fec9	did_a014_subfield_15_data_def
0x0000fef5	did_A014_subfield_15
0x0000ff0b	Hard Braking Rate
0x0000ff76	did_a014_subfield_16_data_def
0x0000ffa2	did_A014_subfield_16
0x0000ffb8	Hard Braking Hysteresis
0x00010029	did_a014_subfield_17_data_def
0x00010055	did_A014_subfield_17
0x0001006b	Hard Braking Rate Duration
0x000100b4	did_a014_subfield_18_data_def_enum_1
0x000100e8	did_a014_subfield_18_data_def_enum_2
0x0001011c	did_a014_subfield_18_data_def_enum_3
0x0001014f	did_a014_subfield_18_data_def
0x0001017b	did_A014_subfield_18
0x00010191	Hard Braking Chime
0x000101fd	did_a014_subfield_19_data_def
0x00010229	did_A014_subfield_19
0x0001023f	Driver Unbuckled Vehicle Speed Limit
0x000102bd	did_a014_subfield_20_data_def
0x000102e9	did_A014_subfield_20
0x000102ff	Driver Unbuckled Duration
