# G2043847.mdx  size=430,905 B  records=6681
0x0000088b	Type 2
0x0000c665	service_22_p4_max_00
0x0000c7d8	session_02
0x0000c7e4	programmingSession
0x0000c7fd	service_22_p4_max_01
0x0000c860	nrc_13
0x0000c868	incorrectMessageLengthOrInvalidFormat
0x0000c8a6	nrc_22
0x0000c8ae	conditionsNotCorrect
0x0000c8db	nrc_31
0x0000c8e3	requestOutOfRange
0x0000c90d	nrc_33
0x0000c915	securityAccessDenied
0x0000c944	service_22
0x0000c950	ReadDataByIdentifier
0x0000ca40	did_de06_subfield_1_data_def
0x0000ca6b	did_DE06_subfield_1
0x0000ca80	CTA_AlertHoldOnTime
0x0000cae9	did_de06_subfield_2_data_def
0x0000cb14	did_DE06_subfield_2
0x0000cb29	CTA_MaxReverseSpeed
0x0000cb92	did_de06_subfield_3_data_def
0x0000cbbd	did_DE06_subfield_3
0x0000cbd2	CTA_to_BSMTransitionSpeed
0x0000cc41	did_de06_subfield_4_data_def
0x0000cc6c	did_DE06_subfield_4
0x0000cc81	CTA_PRNDL UNKNOWN_FaultSpeed
0x0000ccf3	did_de06_subfield_5_data_def
0x0000cd1e	did_DE06_subfield_5
0x0000cd33	CTA_TTC_Zone1
0x0000cd96	did_de06_subfield_6_data_def
0x0000cdc1	did_DE06_subfield_6
0x0000cdd6	CTA_ZoneX_Front_Rng
0x0000ce3f	did_de06_subfield_7_data_def
0x0000ce6a	did_DE06_subfield_7
0x0000ce7f	Reverse_Debounce_Time
0x0000ceea	did_de06_subfield_8_data_def
0x0000cf15	did_DE06_subfield_8
0x0000cf2a	CTA_Zone1_Rear_Rng
0x0000cf92	did_de06_subfield_9_data_def
0x0000cfbd	did_DE06_subfield_9
0x0000cfd2	CTA_Minimum_Tgt_Speed
0x0000d03d	did_de06_subfield_10_data_def
0x0000d069	did_DE06_subfield_10
0x0000d07f	CTA_Delta_Rear_Range
0x0000d0e9	did_de06_subfield_11_data_def
0x0000d115	did_DE06_subfield_11
0x0000d12b	CTA_Prk_Rd_Threshold
0x0000d26e	did_DE06
0x0000d278	DE06 CTA Parameters
0x0000d4d8	session_01
0x0000d4e4	defaultSession
0x0000d5ef	session_03
0x0000d5fb	extendedDiagnosticSession
0x0000d61b	service_22_p4_max_00
0x0000d78e	session_02
0x0000d79a	programmingSession
0x0000d7b3	service_22_p4_max_01
0x0000d816	nrc_13
0x0000d81e	incorrectMessageLengthOrInvalidFormat
0x0000d85c	nrc_22
0x0000d864	conditionsNotCorrect
0x0000d891	nrc_31
0x0000d899	requestOutOfRange
0x0000d8c3	nrc_33
0x0000d8cb	securityAccessDenied
0x0000d8fa	service_22
0x0000d906	ReadDataByIdentifier
0x0000d9d5	did_de07_subfield_1_data_def
0x0000da00	did_DE07_subfield_1
0x0000da15	VIN Char 1
0x0000da4c	did_de07_subfield_2_data_def
0x0000da77	did_DE07_subfield_2
0x0000da8c	VIN Char 2
0x0000dac3	did_de07_subfield_3_data_def
0x0000daee	did_DE07_subfield_3
0x0000db03	VIN Char 3
0x0000db3a	did_de07_subfield_4_data_def
0x0000db65	did_DE07_subfield_4
0x0000db7a	VIN Char 4
0x0000dbb1	did_de07_subfield_5_data_def
0x0000dbdc	did_DE07_subfield_5
0x0000dbf1	VIN Char 5
0x0000dc28	did_de07_subfield_6_data_def
0x0000dc53	did_DE07_subfield_6
0x0000dc68	VIN Char 6
0x0000dd85	did_DE07
0x0000dd8f	DE07 VIN Char 1..6
0x0000dfed	session_01
0x0000dff9	defaultSession
0x0000e104	session_03
0x0000e110	extendedDiagnosticSession
0x0000e130	service_22_p4_max_00
0x0000e2a3	session_02
0x0000e2af	programmingSession
0x0000e2c8	service_22_p4_max_01
0x0000e32b	nrc_13
0x0000e333	incorrectMessageLengthOrInvalidFormat
0x0000e371	nrc_22
0x0000e379	conditionsNotCorrect
0x0000e3a6	nrc_31
0x0000e3ae	requestOutOfRange
0x0000e3d8	nrc_33
0x0000e3e0	securityAccessDenied
0x0000e40f	service_22
0x0000e41b	ReadDataByIdentifier
0x0000e4ea	did_de08_subfield_1_data_def
0x0000e515	did_DE08_subfield_1
0x0000e52a	VIN Char 7
0x0000e561	did_de08_subfield_2_data_def
0x0000e58c	did_DE08_subfield_2
0x0000e5a1	VIN Char 8
0x0000e5d8	did_de08_subfield_3_data_def
0x0000e603	did_DE08_subfield_3
0x0000e618	VIN Char 9
0x0000e64f	did_de08_subfield_4_data_def
0x0000e67a	did_DE08_subfield_4
0x0000e68f	VIN Char 10
0x0000e6c7	did_de08_subfield_5_data_def
0x0000e6f2	did_DE08_subfield_5
0x0000e707	VIN Char 11
0x0000e73f	did_de08_subfield_6_data_def
0x0000e76a	did_DE08_subfield_6
0x0000e77f	VIN Char 12
0x0000e89e	did_DE08
0x0000e8a8	DE08 VIN Char 7..12
0x0000eb08	session_01
0x0000eb14	defaultSession
0x0000ec1f	session_03
0x0000ec2b	extendedDiagnosticSession
0x0000ec4b	service_22_p4_max_00
0x0000edbe	session_02
0x0000edca	programmingSession
0x0000ede3	service_22_p4_max_01
0x0000ee46	nrc_13
0x0000ee4e	incorrectMessageLengthOrInvalidFormat
0x0000ee8c	nrc_22
0x0000ee94	conditionsNotCorrect
0x0000eec1	nrc_31
0x0000eec9	requestOutOfRange
0x0000eef3	nrc_33
0x0000eefb	securityAccessDenied
0x0000ef2a	service_22
0x0000ef36	ReadDataByIdentifier
0x0000f005	did_de09_subfield_1_data_def
0x0000f030	did_DE09_subfield_1
0x0000f045	VIN Char 13
0x0000f07d	did_de09_subfield_2_data_def
0x0000f0a8	did_DE09_subfield_2
0x0000f0bd	VIN Char 14
0x0000f0f5	did_de09_subfield_3_data_def
0x0000f120	did_DE09_subfield_3
0x0000f135	VIN Char 15
0x0000f16d	did_de09_subfield_4_data_def
0x0000f198	did_DE09_subfield_4
0x0000f1ad	VIN Char 16
0x0000f1e5	did_de09_subfield_5_data_def
0x0000f210	did_DE09_subfield_5
0x0000f225	VIN Char 17
0x0000f345	did_DE09
0x0000f34f	DE09 VIN Char 13..17
0x0000f5b1	session_01
0x0000f5bd	defaultSession
0x0000f6c8	session_03
0x0000f6d4	extendedDiagnosticSession
0x0000f6f4	service_22_p4_max_00
0x0000f867	session_02
0x0000f873	programmingSession
0x0000f88c	service_22_p4_max_01
0x0000f8ef	nrc_13
0x0000f8f7	incorrectMessageLengthOrInvalidFormat
0x0000f935	nrc_22
0x0000f93d	conditionsNotCorrect
0x0000f96a	nrc_31
0x0000f972	requestOutOfRange
0x0000f99c	nrc_33
0x0000f9a4	securityAccessDenied
0x0000f9d3	service_22
0x0000f9df	ReadDataByIdentifier
0x0000facf	did_de0a_subfield_1_data_def
0x0000fafa	did_DE0A_subfield_1
0x0000fb0f	ATD_Zero_Dwell_Time_Manual
0x0000fb7f	did_de0a_subfield_2_data_def
0x0000fbaa	did_DE0A_subfield_2
0x0000fbbf	ATD_Max_Time
0x0000fc21	did_de0a_subfield_3_data_def
0x0000fc4c	did_DE0A_subfield_3
0x0000fc61	MaxBTTVehSpdCfg
0x0000fcc6	did_de0a_subfield_4_data_def
0x0000fcf1	did_DE0A_subfield_4
0x0000fd06	ATD_Auto_Trans_Delay_Time
0x0000fd75	did_de0a_subfield_5_data_def
0x0000fda0	did_DE0A_subfield_5
0x0000fdb5	Special_Trailer_Data_Wait
0x0000fe24	did_de0a_subfield_6_data_def
0x0000fe4f	did_DE0A_subfield_6
0x0000fe64	ATD_Trailer_Walking_Speed
0x0000fed3	did_de0a_subfield_7_data_def
0x0000fefe	did_DE0A_subfield_7
0x0000ff13	ATD_Max_Clutter_Speed
0x0000ff7e	did_de0a_subfield_8_data_def
0x0000ffa9	did_DE0A_subfield_8
0x0000ffbe	ATD_Walking_Trailer_Max_Dist
0x00010030	did_de0a_subfield_9_data_def
0x0001005b	did_DE0A_subfield_9
0x00010070	ATD_Clutter_Threshold
0x0001019a	did_DE0A
0x000101a4	DE0A ATD
0x000103ee	session_01
0x000103fa	defaultSession
0x00010505	session_03
0x00010511	extendedDiagnosticSession
0x00010531	service_22_p4_max_00
0x000106a4	session_02
0x000106b0	programmingSession
0x000106c9	service_22_p4_max_01
0x0001072c	nrc_13
0x00010734	incorrectMessageLengthOrInvalidFormat
0x00010772	nrc_22
0x0001077a	conditionsNotCorrect
0x000107a7	nrc_31
0x000107af	requestOutOfRange
0x000107d9	nrc_33
0x000107e1	securityAccessDenied
0x00010810	service_22
0x0001081c	ReadDataByIdentifier
0x0001090c	did_de0b_subfield_1_data_def
0x00010937	did_DE0B_subfield_1
0x0001094c	Recovery Time Cfg
0x000109b3	did_de0b_subfield_2_data_def
0x000109de	did_DE0B_subfield_2
0x000109f3	Fault_Time_Cfg
0x00010a0a	Configuration DID for modiifying the recovery time for CAN faults Recovery_Time_ Cfg Falut_Time_Cfg
0x00010a6f	did_DE0B
0x00010a79	DE0B Fault Timing
0x00010cd5	session_01
0x00010ce1	defaultSession
0x00010dec	session_03
0x00010df8	extendedDiagnosticSession
0x00010e18	service_22_p4_max_00
0x00010f8b	session_02
0x00010f97	programmingSession
0x00010fb0	service_22_p4_max_01
0x00011013	nrc_13
0x0001101b	incorrectMessageLengthOrInvalidFormat
0x00011059	nrc_22
0x00011061	conditionsNotCorrect
0x0001108e	nrc_31
0x00011096	requestOutOfRange
0x000110c0	nrc_33
0x000110c8	securityAccessDenied
0x000110f7	service_22
0x00011103	ReadDataByIdentifier
0x000111aa	front
0x000111b1	did_de0c_subfield_1_data_def_enum_1
0x000111e0	rear
0x000111e6	did_de0c_subfield_1_data_def_enum_2
0x00011216	0x01
0x0001121d	did_de0c_subfield_1_data_def
0x00011248	did_DE0C_subfield_1
0x0001125d	FrontRear_direction_sensors
0x000112f0	did_de0c_subfield_2_data_def
0x0001131b	did_DE0C_subfield_2
0x00011330	brake_denied_time
0x0001139b	did_de0c_subfield_3_data_def
0x000113c6	did_DE0C_subfield_3
0x000113db	MIN_BRAKE_TIME
0x00011443	did_de0c_subfield_4_data_def
0x0001146e	did_DE0C_subfield_4
0x00011483	MAX_BRAKE_TIME
0x000114eb	did_de0c_subfield_5_data_def
0x00011516	did_DE0C_subfield_5
0x0001152b	RBA_TTC
0x00011588	did_de0c_subfield_6_data_def
0x000115b3	did_DE0C_subfield_6
0x000115c8	RBA_rear_range_low
0x00011630	did_de0c_subfield_7_data_def
0x0001165b	did_DE0C_subfield_7
0x00011670	RBA_rear_range_high
0x000116d9	did_de0c_subfield_8_data_def
0x00011704	did_DE0C_subfield_8
0x00011719	RBA_no_intervention_range
0x00011788	did_de0c_subfield_9_data_def
0x000117b3	did_DE0C_subfield_9
0x000117c8	UpperAngleLimit
0x0001182d	did_de0c_subfield_10_data_def
0x00011859	did_DE0C_subfield_10
0x0001186f	LowerAngleLimit
0x000118d4	did_de0c_subfield_11_data_def
0x00011900	did_DE0C_subfield_11
0x00011916	Wheel_base
0x00011976	did_de0c_subfield_12_data_def
0x000119a2	did_DE0C_subfield_12
0x000119b8	Steering_ratio
0x00011a1c	did_de0c_subfield_13_data_def
0x00011a48	did_DE0C_subfield_13
0x00011a5e	RBA_Max_Reverse_Speed
0x00011ac9	did_de0c_subfield_14_data_def
0x00011af5	did_DE0C_subfield_14
0x00011b0b	RBA_Min_Reverse_Speed
0x00011b76	did_de0c_subfield_15_data_def
0x00011ba2	did_DE0C_subfield_15
0x00011bb8	RBA_ZoneX_Front_Rng
0x00011c21	did_de0c_subfield_16_data_def
0x00011c4d	did_DE0C_subfield_16
0x00011c63	RBA_MIN_ABORT_SPEED
0x00011ccc	did_de0c_subfield_17_data_def
0x00011cf8	did_DE0C_subfield_17
0x00011d0e	RBA_Min_Standby_Time
0x00011d7a	did_de0c_subfield_18_data_def
0x00011da6	did_DE0C_subfield_18
0x00011dbc	SelfSteerGradient
0x00011f5e	did_DE0C
0x00011f68	DE0C RBA Parameters
0x000121c8	session_01
0x000121d4	defaultSession
0x000122df	session_03
0x000122eb	extendedDiagnosticSession
0x0001230b	service_22_p4_max_00
0x0001247e	session_02
0x0001248a	programmingSession
0x000124a3	service_22_p4_max_01
0x00012506	nrc_13
0x0001250e	incorrectMessageLengthOrInvalidFormat
0x0001254c	nrc_22
0x00012554	conditionsNotCorrect
0x00012581	nrc_31
0x00012589	requestOutOfRange
0x000125b3	nrc_33
0x000125bb	securityAccessDenied
0x000125ea	service_22
0x000125f6	ReadDataByIdentifier
0x000126e6	did_de0d_subfield_1_data_def
0x00012711	did_DE0D_subfield_1
0x00012726	APAF_MIN_SPEED
0x0001278a	did_de0d_subfield_2_data_def
0x000127b5	did_DE0D_subfield_2
0x000127ca	APAF_MAX_SPEED
0x0001282e	did_de0d_subfield_3_data_def
0x00012859	did_DE0D_subfield_3
0x0001286e	APAF_SlotDepth
0x000128d2	did_de0d_subfield_4_data_def
0x000128fd	did_DE0D_subfield_4
0x00012912	APAF_PPADepth
0x00012975	did_de0d_subfield_5_data_def
0x000129a0	did_DE0D_subfield_5
0x000129b5	APAF_Grid_Origin_X
0x00012a1d	did_de0d_subfield_6_data_def
0x00012a48	did_DE0D_subfield_6
0x00012a5d	APAF_Grid_Origin_Y
0x00012ac5	did_de0d_subfield_7_data_def
0x00012af0	did_DE0D_subfield_7
0x00012b05	APAF_RCS_Threshold
0x00012bc0	did_DE0D
0x00012bca	DE0D APAF Parameters
0x00012e2c	session_01
0x00012e38	defaultSession
0x00012f43	session_03
0x00012f4f	extendedDiagnosticSession
0x00012f6f	service_22_p4_max_00
0x000130e2	session_02
0x000130ee	programmingSession
0x00013107	service_22_p4_max_01
0x0001316a	nrc_13
0x00013172	incorrectMessageLengthOrInvalidFormat
0x000131b0	nrc_22
0x000131b8	conditionsNotCorrect
0x000131e5	nrc_31
0x000131ed	requestOutOfRange
0x00013217	nrc_33
0x0001321f	securityAccessDenied
0x0001324e	service_22
0x0001325a	ReadDataByIdentifier
0x00013301	LOW
0x00013306	did_de0e_subfield_1_data_def_enum_1
0x00013335	MED
0x0001333a	did_de0e_subfield_1_data_def_enum_2
0x00013369	HIGH
0x0001336f	did_de0e_subfield_1_data_def_enum_3
0x0001339f	0x01
0x000133a6	did_de0e_subfield_1_data_def
0x000133d1	did_DE0E_subfield_1
0x000133e6	BAModeCFG
0x0001341a	DISABLED
0x00013424	did_de0e_subfield_2_data_def_enum_1
0x00013453	ENABLED
0x0001345c	did_de0e_subfield_2_data_def_enum_2
0x00013491	did_de0e_subfield_2_data_def
0x000134bc	did_DE0E_subfield_2
0x000134d1	BALockCFG
0x00013509	did_de0e_subfield_3_data_def_enum_1
0x0001353c	did_de0e_subfield_3_data_def_enum_2
0x00013571	did_de0e_subfield_3_data_def
0x0001359c	did_DE0E_subfield_3
0x000135b1	BAModeSelectCFG
0x000135ef	did_de0e_subfield_4_data_def_enum_1
0x00013622	did_de0e_subfield_4_data_def_enum_2
0x00013657	did_de0e_subfield_4_data_def
0x00013682	did_DE0E_subfield_4
0x00013697	BA_Enable_Disable
0x00013720	did_de0e_subfield_5_data_def
0x0001374b	did_DE0E_subfield_5
0x00013760	BAChimeHoldCFG
0x000137c8	did_de0e_subfield_6_data_def
0x000137f3	did_DE0E_subfield_6
0x00013808	BALockHoldCFG
0x0001386f	did_de0e_subfield_7_data_def
0x0001389a	did_DE0E_subfield_7
0x000138af	BAWindowStopCFG
0x00013918	did_de0e_subfield_8_data_def
0x00013943	did_DE0E_subfield_8
0x00013958	BAWindowHoldCFG
0x00013992	Zero
0x00013998	did_de0e_subfield_9_data_def_enum_1
0x000139c7	One
0x000139cc	did_de0e_subfield_9_data_def_enum_2
0x000139fb	Two
0x00013a00	did_de0e_subfield_9_data_def_enum_3
0x00013a2f	Four
0x00013a35	did_de0e_subfield_9_data_def_enum_4
0x00013a65	0x02
0x00013a6c	did_de0e_subfield_9_data_def
0x00013a97	did_DE0E_subfield_9
0x00013aac	BAWindowCFG
0x00013b11	did_de0e_subfield_10_data_def
0x00013b3d	did_DE0E_subfield_10
0x00013b53	BACameraHoldCFG
0x00013bbc	did_de0e_subfield_11_data_def
0x00013be8	did_DE0E_subfield_11
0x00013bfe	BAAntiLockCFG
0x00013c65	did_de0e_subfield_12_data_def
0x00013c91	did_DE0E_subfield_12
0x00013ca7	BABreadCrumbGapCFG
0x00013d13	did_de0e_subfield_13_data_def
0x00013d3f	did_DE0E_subfield_13
0x00013d55	BAHysteresisCFG
0x00013dbe	did_de0e_subfield_14_data_def
0x00013dea	did_DE0E_subfield_14
0x00013e00	BAMovableObjHoldCFG
0x00013e6d	did_de0e_subfield_15_data_def
0x00013e99	did_DE0E_subfield_15
0x00013eaf	BALockSynchCFG
0x00013f17	did_de0e_subfield_16_data_def
0x00013f43	did_DE0E_subfield_16
0x00013f59	BAEventInhibitedCFG
0x00013fc6	did_de0e_subfield_17_data_def
0x00013ff2	did_DE0E_subfield_17
0x00014008	BAStationaryObjSpeedMaxCFG
0x0001407c	did_de0e_subfield_18_data_def
0x000140a8	did_DE0E_subfield_18
0x000140be	BASlowMovObjSpeedMaxCFG
0x0001412f	did_de0e_subfield_19_data_def
0x0001415b	did_DE0E_subfield_19
0x00014171	BAApproachPerimeterCFG
0x000141e2	did_de0e_subfield_20_data_def
0x0001420e	did_DE0E_subfield_20
0x00014224	Vehicle_Width
0x0001428b	did_de0e_subfield_21_data_def
0x000142b7	did_DE0E_subfield_21
0x000142cd	BARadialLockLowSlowCFG
0x0001433e	did_de0e_subfield_22_data_def
0x0001436a	did_DE0E_subfield_22
0x00014380	Vehicle_Length
0x000143e9	did_de0e_subfield_23_data_def
0x00014415	did_DE0E_subfield_23
0x0001442b	BASensorLongPosCFG
0x00014498	did_de0e_subfield_24_data_def
0x000144c4	did_DE0E_subfield_24
0x000144da	BASensorLatPosCFG
0x00014541	did_de0e_subfield_25_data_def
0x0001456d	did_DE0E_subfield_25
0x00014583	BARadialLockLowFastCFG
0x000145ef	did_de0e_subfield_26_data_def
0x0001461b	did_DE0E_subfield_26
0x00014631	BARadialLockMedSlowCFG
0x0001469d	did_de0e_subfield_27_data_def
0x000146c9	did_DE0E_subfield_27
0x000146df	BARadialLockMedFastCFG
0x0001474b	did_de0e_subfield_28_data_def
0x00014777	did_DE0E_subfield_28
0x0001478d	BARadialLockHighSlowCFG
0x000147fa	did_de0e_subfield_29_data_def
0x00014826	did_DE0E_subfield_29
0x0001483c	BARadialLockHighFastCFG
0x000148a9	did_de0e_subfield_30_data_def
0x000148d5	did_DE0E_subfield_30
0x000148eb	BARadialChimeLowSlowCFG
0x00014958	did_de0e_subfield_31_data_def
0x00014984	did_DE0E_subfield_31
0x0001499a	BARadialChimeLowFastCFG
0x00014a07	did_de0e_subfield_32_data_def
0x00014a33	did_DE0E_subfield_32
0x00014a49	BARadialChimeMedSlowCFG
0x00014ab6	did_de0e_subfield_33_data_def
0x00014ae2	did_DE0E_subfield_33
0x00014af8	BARadialChimeMedFastCFG
0x00014b65	did_de0e_subfield_34_data_def
0x00014b91	did_DE0E_subfield_34
0x00014ba7	BARadialChimeHighSlowCFG
0x00014c15	did_de0e_subfield_35_data_def
0x00014c41	did_DE0E_subfield_35
0x00014c57	BARadialChimeHighFastCFG
0x00014f50	did_DE0E
0x00014f5a	DE0E BA Parameters
0x000151b8	session_01
0x000151c4	defaultSession
0x000152cf	session_03
0x000152db	extendedDiagnosticSession
0x000152fb	service_22_p4_max_00
0x0001546e	session_02
0x0001547a	programmingSession
0x00015493	service_22_p4_max_01
0x000154f6	nrc_13
0x000154fe	incorrectMessageLengthOrInvalidFormat
0x0001553c	nrc_22
0x00015544	conditionsNotCorrect
0x00015571	nrc_31
0x00015579	requestOutOfRange
0x000155a3	nrc_33
0x000155ab	securityAccessDenied
0x000155da	service_22
0x000155e6	ReadDataByIdentifier
0x00015689	Default
0x00015692	did_ee00_subfield_1_data_def_enum_1
0x000156c1	Override_OFF
0x000156cf	did_ee00_subfield_1_data_def_enum_2
0x000156fe	Override_ON
0x0001570b	did_ee00_subfield_1_data_def_enum_3
0x0001573b	0x00
0x00015742	did_ee00_subfield_1_data_def
0x0001576d	did_EE00_subfield_1
0x00015782	Inject BLIS Warning
0x0001586e	did_EE00
0x00015878	Inject BLIS Warning
0x00015ad8	session_01
0x00015ae4	defaultSession
0x00015bef	session_03
0x00015bfb	extendedDiagnosticSession
0x00015c1b	service_22_p4_max_00
0x00015d8e	session_02
0x00015d9a	programmingSession
0x00015db3	service_22_p4_max_01
0x00015e16	nrc_13
0x00015e1e	incorrectMessageLengthOrInvalidFormat
0x00015e5c	nrc_22
0x00015e64	conditionsNotCorrect
0x00015e91	nrc_31
0x00015e99	requestOutOfRange
0x00015ec3	nrc_33
0x00015ecb	securityAccessDenied
0x00015efa	service_22
0x00015f06	ReadDataByIdentifier
0x00015fa9	Default
0x00015fb2	did_ee01_subfield_1_data_def_enum_1
0x00015fe1	Override_OFF
0x00015fef	did_ee01_subfield_1_data_def_enum_2
0x0001601e	Override_ON_Zone1
0x00016031	did_ee01_subfield_1_data_def_enum_3
0x00016060	Override_ON_Zone2
0x00016073	did_ee01_subfield_1_data_def_enum_4
0x000160a3	0x00
0x000160aa	did_ee01_subfield_1_data_def
0x000160d5	did_EE01_subfield_1
0x000160ea	Inject CTA Warning
0x00016226	did_EE01
0x00016230	Inject CTA Warning
0x0001648e	session_01
0x0001649a	defaultSession
0x000165a5	session_03
0x000165b1	extendedDiagnosticSession
0x000165d1	service_22_p4_max_00
0x00016744	session_02
0x00016750	programmingSession
0x00016769	service_22_p4_max_01
0x000167cc	nrc_13
0x000167d4	incorrectMessageLengthOrInvalidFormat
0x00016812	nrc_22
0x0001681a	conditionsNotCorrect
0x00016847	nrc_31
0x0001684f	requestOutOfRange
0x00016879	nrc_33
0x00016881	securityAccessDenied
0x000168b0	service_22
0x000168bc	ReadDataByIdentifier
0x0001695f	TEST OFF
0x00016969	did_ee02_subfield_1_data_def_enum_1
0x00016998	NORMAL OPERATION
0x000169aa	did_ee02_subfield_1_data_def_enum_2
0x000169d9	FAULT
0x000169e0	did_ee02_subfield_1_data_def_enum_3
0x00016a10	0x00
0x00016a17	did_ee02_subfield_1_data_def
0x00016a42	did_EE02_subfield_1
0x00016a57	Inject SCTL State into HMI
0x00016b12	did_EE02
0x00016b1c	Inject SCTL State into HMI
0x00016d8a	session_01
0x00016d96	defaultSession
0x00016ea1	session_03
0x00016ead	extendedDiagnosticSession
0x00016ecd	service_22_p4_max_00
0x00017040	session_02
0x0001704c	programmingSession
0x00017065	service_22_p4_max_01
0x000170c8	nrc_13
0x000170d0	incorrectMessageLengthOrInvalidFormat
0x0001710e	nrc_22
0x00017116	conditionsNotCorrect
0x00017143	nrc_31
0x0001714b	requestOutOfRange
0x00017175	nrc_33
0x0001717d	securityAccessDenied
0x000171ac	service_22
0x000171b8	ReadDataByIdentifier
0x0001725b	Test OFF
0x00017265	did_ee03_subfield_1_data_def_enum_1
0x00017294	Force No Blockage
0x000172a7	did_ee03_subfield_1_data_def_enum_2
0x000172d6	Force Blockage
0x000172e6	did_ee03_subfield_1_data_def_enum_3
0x00017316	0x00
0x0001731d	did_ee03_subfield_1_data_def
0x00017348	did_EE03_subfield_1
0x0001735d	Inject Blockage
0x00017375	Conti use only (needed during development). Override output of blockage algorithm. Default: 0x00 - no override
0x000173e5	did_EE03
0x000173ef	Inject Blockage
0x00017647	session_01
0x00017653	defaultSession
0x0001775e	session_03
0x0001776a	extendedDiagnosticSession
0x0001778a	service_22_p4_max_00
0x000178fd	session_02
0x00017909	programmingSession
0x00017922	service_22_p4_max_01
0x00017985	nrc_13
0x0001798d	incorrectMessageLengthOrInvalidFormat
0x000179cb	nrc_22
0x000179d3	conditionsNotCorrect
0x00017a00	nrc_31
0x00017a08	requestOutOfRange
0x00017a32	nrc_33
0x00017a3a	securityAccessDenied
0x00017a69	service_22
0x00017a75	ReadDataByIdentifier
0x00017b18	OFF
0x00017b1d	did_ee06_subfield_1_data_def_enum_1
0x00017b4c	ON
0x00017b50	did_ee06_subfield_1_data_def_enum_2
0x00017b80	0x00
0x00017b87	did_ee06_subfield_1_data_def
