# G2201450.mdx  size=5,409,214 B  records=87301
0x0000084e	Body Control Module
0x00008bf8	did_2820_subfield_1_data_def_enum_1
0x00008c2b	did_2820_subfield_1_data_def_enum_2
0x00008c5a	Right Rear (Outer RR on Dual Rear Wheel Vehicle)
0x00008c8c	did_2820_subfield_1_data_def_enum_3
0x00008cbb	Left Rear (Outer LR on Dual Rear Wheel Vehicle)
0x00008cec	did_2820_subfield_1_data_def_enum_4
0x00008d1b	Inner Right Rear (only for Dual Rear Wheel Vehicle)
0x00008d50	did_2820_subfield_1_data_def_enum_5
0x00008d7f	Inner Left Rear (only for Dual Rear Wheel Vehicle)
0x00008db3	did_2820_subfield_1_data_def_enum_6
0x00008de6	did_2820_subfield_1_data_def_enum_7
0x00008e18	did_2820_subfield_1_data_def
0x00008e43	did_2820_subfield_1
0x00008e58	Tire Location
0x00008e85	did_2820_subfield_2_data_def
0x00008eb0	did_2820_subfield_2
0x00008ec5	TPMS Sensor ID
0x00008f2d	did_2820_subfield_3_data_def
0x00008f58	did_2820_subfield_3
0x00008f6d	BP Compensated Pressure
0x00008fde	did_2820_subfield_4_data_def
0x00009009	did_2820_subfield_4
0x0000901e	Measured Pressure
0x00009085	did_2820_subfield_5_data_def
0x000090b0	did_2820_subfield_5
0x000090c5	Temperature
0x00009126	did_2820_subfield_6_data_def
0x00009151	did_2820_subfield_6
0x00009166	Age (Ignition Cycles since event)
0x000091dd	did_2820_subfield_7_data_def
0x00009208	did_2820_subfield_7
0x0000921d	Odometer at time of event
0x00009261	did_2820_subfield_8_data_def_enum_1
0x00009294	did_2820_subfield_8_data_def_enum_2
0x000092c7	did_2820_subfield_8_data_def_enum_3
0x000092fa	did_2820_subfield_8_data_def_enum_4
0x0000932d	did_2820_subfield_8_data_def_enum_5
0x00009360	did_2820_subfield_8_data_def_enum_6
0x00009392	did_2820_subfield_8_data_def
0x000093bd	did_2820_subfield_8
0x000093d2	Warning Status
0x00009400	did_2820_subfield_9_data_def
0x0000942b	did_2820_subfield_9
0x00009440	Sensor Status (copy of sensor status byte)
0x00009474	did_2820
0x0000947e	Tire Pressure Monitoring System (TPMS) Last Warning Event #4
0x0000951c	did_2821_subfield_1_data_def_enum_1
0x0000954f	did_2821_subfield_1_data_def_enum_2
0x0000957e	Right Rear (Outer RR on Dual Rear Wheel Vehicle)
0x000095b0	did_2821_subfield_1_data_def_enum_3
0x000095df	Left Rear (Outer LR on Dual Rear Wheel Vehicle)
0x00009610	did_2821_subfield_1_data_def_enum_4
0x0000963f	Inner Right Rear (only for Dual Rear Wheel Vehicle)
0x00009674	did_2821_subfield_1_data_def_enum_5
0x000096a3	Inner Left Rear (only for Dual Rear Wheel Vehicle)
0x000096d7	did_2821_subfield_1_data_def_enum_6
0x0000970a	did_2821_subfield_1_data_def_enum_7
0x0000973c	did_2821_subfield_1_data_def
0x00009767	did_2821_subfield_1
0x0000977c	Tire Location
0x000097a9	did_2821_subfield_2_data_def
0x000097d4	did_2821_subfield_2
0x000097e9	TPMS Sensor ID
0x00009851	did_2821_subfield_3_data_def
0x0000987c	did_2821_subfield_3
0x00009891	BP Compensated Pressure
0x00009902	did_2821_subfield_4_data_def
0x0000992d	did_2821_subfield_4
0x00009942	Measured Pressure
0x000099a9	did_2821_subfield_5_data_def
0x000099d4	did_2821_subfield_5
0x000099e9	Temperature
0x00009a4a	did_2821_subfield_6_data_def
0x00009a75	did_2821_subfield_6
0x00009a8a	Age (Ignition Cycles since event)
0x00009b01	did_2821_subfield_7_data_def
0x00009b2c	did_2821_subfield_7
0x00009b41	Odometer at time of event
0x00009b85	did_2821_subfield_8_data_def_enum_1
0x00009bb8	did_2821_subfield_8_data_def_enum_2
0x00009beb	did_2821_subfield_8_data_def_enum_3
0x00009c1e	did_2821_subfield_8_data_def_enum_4
0x00009c51	did_2821_subfield_8_data_def_enum_5
0x00009c84	did_2821_subfield_8_data_def_enum_6
0x00009cb6	did_2821_subfield_8_data_def
0x00009ce1	did_2821_subfield_8
0x00009cf6	Warning Status
0x00009d24	did_2821_subfield_9_data_def
0x00009d4f	did_2821_subfield_9
0x00009d64	Sensor Status (copy of sensor status byte)
0x00009d98	did_2821
0x00009da2	Tire Pressure Monitoring System (TPMS) Last Warning Event #5
0x00009e6f	did_2827_subfield_1_data_def
0x00009ec5	did_2827_subfield_1
0x00009eda	Placard Pressure - Front Tires
0x00009f02	did_2827
0x00009f0c	Placard Pressure - Front Tires
0x00009fbb	did_2828_subfield_1_data_def
0x0000a011	did_2828_subfield_1
0x0000a026	Placard Pressure - Rear Tires
0x0000a04d	did_2828
0x0000a057	Placard Pressure - Rear Tires
0x0000a0d6	did_2839_subfield_1_data_def_enum_1
0x0000a109	did_2839_subfield_1_data_def_enum_2
0x0000a138	Unplugged
0x0000a143	did_2839_subfield_1_data_def_enum_3
0x0000a174	Faulted
0x0000a17d	did_2839_subfield_1_data_def_enum_4
0x0000a1af	did_2839_subfield_1_data_def
0x0000a1da	did_2839_subfield_1
0x0000a1ef	Brake Fluid Level Sensor Status
0x0000a218	did_2839
0x0000a222	Brake Fluid Level Sensor Status
0x0000a2ce	did_2863_subfield_1_data_def
0x0000a2f9	did_2863_subfield_1
0x0000a30e	Odometer At The Time Of Event
0x0000a356	did_2863_subfield_2_data_def_enum_1
0x0000a385	True
0x0000a38b	did_2863_subfield_2_data_def_enum_2
0x0000a3bd	did_2863_subfield_2_data_def
0x0000a3e8	did_2863_subfield_2
0x0000a3fd	Rollback Detected
0x0000a464	did_2863_subfield_3_data_def
0x0000a48f	did_2863_subfield_3
0x0000a4a4	Sync Block Count ID1 Event
0x0000a514	did_2863_subfield_4_data_def
0x0000a53f	did_2863_subfield_4
0x0000a554	Sync Block Count ID2 Event
0x0000a5c4	did_2863_subfield_5_data_def
0x0000a5ef	did_2863_subfield_5
0x0000a604	Sync Block Count ID3 Event
0x0000a674	did_2863_subfield_6_data_def
0x0000a69f	did_2863_subfield_6
0x0000a6b4	Sync Block Count ID4 Event
0x0000a724	did_2863_subfield_7_data_def
0x0000a74f	did_2863_subfield_7
0x0000a764	Sync Block Count ID7 Event
0x0000a7d4	did_2863_subfield_8_data_def
0x0000a7ff	did_2863_subfield_8
0x0000a814	Sync Block Count ID8 Event
0x0000a884	did_2863_subfield_9_data_def
0x0000a8af	did_2863_subfield_9
0x0000a8c4	Sync Block Count ID9 Event
0x0000a934	did_2863_subfield_10_data_def
0x0000a960	did_2863_subfield_10
0x0000a976	Sync Block Count ID10 Event
0x0000a99b	did_2863
0x0000a9a5	TPMS Auto Locate Last Event Data
0x0000aa56	did_2864_subfield_1_data_def
0x0000aa81	did_2864_subfield_1
0x0000aa96	ID1 Left Front Combined Variance Event
0x0000ab16	did_2864_subfield_2_data_def
0x0000ab41	did_2864_subfield_2
0x0000ab56	ID1 Right Front Combined Variance Event
0x0000abd7	did_2864_subfield_3_data_def
0x0000ac02	did_2864_subfield_3
0x0000ac17	ID1 Right Rear Combined Variance Event
0x0000ac97	did_2864_subfield_4_data_def
0x0000acc2	did_2864_subfield_4
0x0000acd7	ID1 Left Rear Combined Variance Event
0x0000ad56	did_2864_subfield_5_data_def
0x0000ad81	did_2864_subfield_5
0x0000ad96	ID2 Left Front Combined Variance Event
0x0000ae16	did_2864_subfield_6_data_def
0x0000ae41	did_2864_subfield_6
0x0000ae56	ID2 Right Front Combined Variance Event
0x0000aed7	did_2864_subfield_7_data_def
0x0000af02	did_2864_subfield_7
0x0000af17	ID2 Right Rear Combined Variance Event
0x0000af97	did_2864_subfield_8_data_def
0x0000afc2	did_2864_subfield_8
0x0000afd7	ID2 Left Rear Combined Variance Event
0x0000b052	did_2864_subfield_9_data_def
0x0000b07d	did_2864_subfield_9
0x0000b092	ID3 Left Front Combined Variance Event
0x0000b10e	did_2864_subfield_10_data_def
0x0000b13a	did_2864_subfield_10
0x0000b150	ID3 Right Front Combined Variance Event
0x0000b1cd	did_2864_subfield_11_data_def
0x0000b1f9	did_2864_subfield_11
0x0000b20f	ID3 Right Rear Combined Variance Event
0x0000b28b	did_2864_subfield_12_data_def
0x0000b2b7	did_2864_subfield_12
0x0000b2cd	ID3 Left Rear Combined Variance Event
0x0000b348	did_2864_subfield_13_data_def
0x0000b374	did_2864_subfield_13
0x0000b38a	ID4 Left Front Combined Variance Event
0x0000b406	did_2864_subfield_14_data_def
0x0000b432	did_2864_subfield_14
0x0000b448	ID4 Right Front Combined Variance Event
0x0000b4c5	did_2864_subfield_15_data_def
0x0000b4f1	did_2864_subfield_15
0x0000b507	ID4 Right Rear Combined Variance Event
0x0000b583	did_2864_subfield_16_data_def
0x0000b5af	did_2864_subfield_16
0x0000b5c5	ID4 Left Rear Combined Variance Event
0x0000b5f4	did_2864
0x0000b5fe	TPMS Auto Locate Last Event Variance
0x0000b680	Null - No Auto Locate TPMS Event Has Been Occurred
0x0000b6b4	did_2865_subfield_1_data_def_enum_1
0x0000b6e3	Sensor Fault - Unable To Learn And Locate Sensors
0x0000b716	did_2865_subfield_1_data_def_enum_2
0x0000b745	Four Learned Sensors Located
0x0000b763	did_2865_subfield_1_data_def_enum_3
0x0000b792	Three Learned Sensors Confirmed, All 4 Located
0x0000b7c2	did_2865_subfield_1_data_def_enum_4
0x0000b7f1	Two Learned Sensors Located On Same Axle On Split Placard Vehicle
0x0000b834	did_2865_subfield_1_data_def_enum_5
0x0000b863	Four Sensors Located, Learned One Or More New IDs
0x0000b896	did_2865_subfield_1_data_def_enum_6
0x0000b8c5	Three Sensors Located, Learned One Or More New IDs
0x0000b8f9	did_2865_subfield_1_data_def_enum_7
0x0000b928	Two Sensors Located, Learned One Or More New IDs
0x0000b95a	did_2865_subfield_1_data_def_enum_8
0x0000b989	Two Split - 2 Sensors Located On Same Axle, Learned One Or More new ID's On Split Placard Vehilce
0x0000b9ec	did_2865_subfield_1_data_def_enum_9
0x0000ba1b	One Sensor Located, Learned One Or More New IDs
0x0000ba4c	did_2865_subfield_1_data_def_enum_10
0x0000ba7c	Zero Sensors Located, Learned One Or More New IDs
0x0000baaf	did_2865_subfield_1_data_def_enum_11
0x0000badf	Auto Location Fault - Unable To Learn And Locate Sensors
0x0000bb19	did_2865_subfield_1_data_def_enum_12
0x0000bb49	Five Learned Sensors Located
0x0000bb67	did_2865_subfield_1_data_def_enum_13
0x0000bb97	Five Sensors Located, Learned One Or More New IDs
0x0000bbca	did_2865_subfield_1_data_def_enum_14
0x0000bbfa	Six Learned Sensors Located
0x0000bc17	did_2865_subfield_1_data_def_enum_15
0x0000bc47	Six Sensors Located, Learned One Or More New IDs
0x0000bc79	did_2865_subfield_1_data_def_enum_16
0x0000bca9	Two Sensors Located On Same Axle, Other Two Learned IDs Located By Mirror Algorithm
0x0000bcfe	did_2865_subfield_1_data_def_enum_17
0x0000bd2e	Two Sensors Located On Same Axle, Other Two New IDs Located By Mirror Algorithm
0x0000bd7f	did_2865_subfield_1_data_def_enum_18
0x0000bdb2	did_2865_subfield_1_data_def
0x0000bddd	did_2865_subfield_1
0x0000bdf2	TPMS Auto Locate Last Event Decision
0x0000be20	did_2865
0x0000be2a	TPMS Auto Locate Last Event Decision
0x0000bea9	did_2866_subfield_1_data_def
0x0000bed4	did_2866_subfield_1
0x0000bee9	Auto Locate ID Array ID1
0x0000bf25	did_2866_subfield_2_data_def
0x0000bf50	did_2866_subfield_2
0x0000bf65	Auto Locate ID Array ID2
0x0000bfa1	did_2866_subfield_3_data_def
0x0000bfcc	did_2866_subfield_3
0x0000bfe1	Auto Locate ID Array ID3
0x0000c01d	did_2866_subfield_4_data_def
0x0000c048	did_2866_subfield_4
0x0000c05d	Auto Locate ID Array ID4
0x0000c095	did_2866_subfield_5_data_def
0x0000c0c0	did_2866_subfield_5
0x0000c0d5	Auto Locate ID Array ID7
0x0000c10d	did_2866_subfield_6_data_def
0x0000c138	did_2866_subfield_6
0x0000c14d	Auto Locate ID Array ID8
0x0000c185	did_2866_subfield_7_data_def
0x0000c1b0	did_2866_subfield_7
0x0000c1c5	Auto Locate ID Array ID9
0x0000c1fd	did_2866_subfield_8_data_def
0x0000c228	did_2866_subfield_8
0x0000c23d	Auto Locate ID Array ID10
0x0000c260	did_2866
0x0000c26a	TPMS Auto Locate Last Event IDs
0x0000c2eb	did_2867_subfield_1_data_def_enum_1
0x0000c31e	did_2867_subfield_1_data_def_enum_2
0x0000c351	did_2867_subfield_1_data_def_enum_3
0x0000c380	Pending
0x0000c389	did_2867_subfield_1_data_def_enum_4
0x0000c3bb	did_2867_subfield_1_data_def
0x0000c3e6	did_2867_subfield_1
0x0000c3fb	TPMS Auto Locate Status
0x0000c41c	did_2867
0x0000c426	TPMS Auto Locate Status
0x0000c4ca	did_2868_subfield_1_data_def
0x0000c4f5	did_2868_subfield_1
0x0000c50a	TPMS Auto Learn Timer Value At The Last Locate Event
0x0000c548	did_2868
0x0000c552	TPMS Auto Learn Timer Value At The Last Locate Event
0x0000c613	did_2869_subfield_1_data_def
0x0000c63e	did_2869_subfield_1
0x0000c653	TPMS History Of Successful Auto Location Completion Event Count
0x0000c69c	did_2869
0x0000c6a6	TPMS History Of Successful Auto Location Completion Event Count
0x0000c772	did_286a_subfield_1_data_def
0x0000c79d	did_286A_subfield_1
0x0000c7b2	TPMS History Of Auto Location Fault Count
0x0000c7e5	did_286A
0x0000c7ef	TPMS History Of Auto Location Fault Count
0x0000c8a5	did_286b_subfield_1_data_def
0x0000c8d0	did_286B_subfield_1
0x0000c8e5	TPMS Recent Auto Location Fault Count
0x0000c914	did_286B
0x0000c91e	TPMS Recent Auto Location Fault Count
0x0000c99a	did_286c_subfield_1_data_def
0x0000c9c5	did_286C_subfield_1
0x0000c9da	TPMS Previous Left Front Tire Sensor ID
0x0000ca0b	did_286C
0x0000ca15	TPMS Previous Left Front Tire Sensor ID
0x0000ca93	did_286d_subfield_1_data_def
0x0000cabe	did_286D_subfield_1
0x0000cad3	TPMS Previous Right Front Tire Sensor ID
0x0000cb05	did_286D
0x0000cb0f	TPMS Previous Right Front Tire Sensor ID
0x0000cb8e	did_286e_subfield_1_data_def
0x0000cbb9	did_286E_subfield_1
0x0000cbce	TPMS Previous Right Rear Tire Sensor ID
0x0000cbff	did_286E
0x0000cc09	TPMS Previous Right Rear Tire Sensor ID
0x0000cc87	did_286f_subfield_1_data_def
0x0000ccb2	did_286F_subfield_1
0x0000ccc7	TPMS Previous Left Rear Tire Sensor ID
0x0000ccf7	did_286F
0x0000cd01	TPMS Previous Left Rear Tire Sensor ID
0x0000cd7e	did_2870_subfield_1_data_def
0x0000cda9	did_2870_subfield_1
0x0000cdbe	TPMS Previous Inner Right Rear(IRR) Tire Sensor ID
0x0000cdfa	did_2870
0x0000ce04	TPMS Previous Inner Right Rear(IRR) Tire Sensor ID
0x0000ce8d	did_2871_subfield_1_data_def
0x0000ceb8	did_2871_subfield_1
0x0000cecd	TPMS Previous Inner Left Rear(ILR) Tire Sensor ID
0x0000cf08	did_2871
0x0000cf12	TPMS Previous Inner Left Rear(ILR) Tire Sensor ID
0x0000cfd0	did_2875_subfield_1_data_def
0x0000cffb	did_2875_subfield_1
0x0000d010	Sync Block Count ID5 Event
0x0000d080	did_2875_subfield_2_data_def
0x0000d0ab	did_2875_subfield_2
0x0000d0c0	Sync Block Count ID6 Event
0x0000d130	did_2875_subfield_3_data_def
0x0000d15b	did_2875_subfield_3
0x0000d170	Sync Block Count ID11 Event
0x0000d1e1	did_2875_subfield_4_data_def
0x0000d20c	did_2875_subfield_4
0x0000d221	Sync Block Count ID12 Event
0x0000d246	did_2875
0x0000d250	TPMS Auto Locate Last Event Data For Dual Rear Wheel (DRW)
0x0000d317	did_2876_subfield_1_data_def
0x0000d342	did_2876_subfield_1
0x0000d357	ID5 Left Front Combined Variance Event
0x0000d3d3	did_2876_subfield_2_data_def
0x0000d3fe	did_2876_subfield_2
0x0000d413	ID5 Right Front Combined Variance Event
0x0000d490	did_2876_subfield_3_data_def
0x0000d4bb	did_2876_subfield_3
0x0000d4d0	ID5 Right Rear Combined Variance Event
0x0000d54c	did_2876_subfield_4_data_def
0x0000d577	did_2876_subfield_4
0x0000d58c	ID5 Left Rear Combined Variance Event
0x0000d607	did_2876_subfield_5_data_def
0x0000d632	did_2876_subfield_5
0x0000d647	ID6 Left Front Combined Variance Event
0x0000d6c3	did_2876_subfield_6_data_def
0x0000d6ee	did_2876_subfield_6
0x0000d703	ID6 Right Front Combined Variance Event
0x0000d780	did_2876_subfield_7_data_def
0x0000d7ab	did_2876_subfield_7
0x0000d7c0	ID6 Right Rear Combined Variance Event
0x0000d83c	did_2876_subfield_8_data_def
0x0000d867	did_2876_subfield_8
0x0000d87c	ID6 Left Rear Combined Variance Event
0x0000d8ab	did_2876
0x0000d8b5	TPMS Auto Locate Last Event Variance For Dual Rear Wheel (DRW)
0x0000d951	ID Is Not Placed
0x0000d963	did_2877_subfield_1_data_def_enum_1
0x0000d992	Rear Tire ID Is Placed By Primary Method
0x0000d9bc	did_2877_subfield_1_data_def_enum_2
0x0000d9eb	Rear Tire ID Is Placed By Phase Shift Method
0x0000da19	did_2877_subfield_1_data_def_enum_3
0x0000da48	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000da86	did_2877_subfield_1_data_def_enum_4
0x0000dab5	Front Tire ID Is A Confirmed ID And Placed Accordingly
0x0000daed	did_2877_subfield_1_data_def_enum_5
0x0000db1c	Front Tire ID Is A Missing ID And Is Among The Learned ID, Placed At The Learned Location
0x0000db77	did_2877_subfield_1_data_def_enum_6
0x0000dba6	Front Tire ID Is A Missing ID And Placed Based On Variance
0x0000dbe2	did_2877_subfield_1_data_def_enum_7
0x0000dc14	did_2877_subfield_1_data_def
0x0000dc3f	did_2877_subfield_1
0x0000dc54	Method By Which ID Has Been Placed At Left Front
0x0000dcb1	did_2877_subfield_2_data_def_enum_1
0x0000dce0	Rear Tire ID Is Placed By Primary Method
0x0000dd0a	did_2877_subfield_2_data_def_enum_2
0x0000dd39	Rear Tire ID Is Placed By Phase Shift Method
0x0000dd67	did_2877_subfield_2_data_def_enum_3
0x0000dd96	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000ddd4	did_2877_subfield_2_data_def_enum_4
0x0000de03	Front Tire ID Is A Confirmed ID And Placed Accordingly
0x0000de3b	did_2877_subfield_2_data_def_enum_5
0x0000de6a	Front Tire ID Is A Missing ID And Is Among The Learned ID, Placed At The Learned Location
0x0000dec5	did_2877_subfield_2_data_def_enum_6
0x0000def4	Front Tire ID Is A Missing ID And Placed Based On Variance
0x0000df30	did_2877_subfield_2_data_def_enum_7
0x0000df62	did_2877_subfield_2_data_def
0x0000df8d	did_2877_subfield_2
0x0000dfa2	Method By Which ID Has Been Placed At Right Front
0x0000e000	did_2877_subfield_3_data_def_enum_1
0x0000e02f	Rear Tire ID Is Placed By Primary Method
0x0000e059	did_2877_subfield_3_data_def_enum_2
0x0000e088	Rear Tire ID Is Placed By Phase Shift Method
0x0000e0b6	did_2877_subfield_3_data_def_enum_3
0x0000e0e5	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000e123	did_2877_subfield_3_data_def_enum_4
0x0000e152	Front Tire ID Is A Confirmed ID And Placed Accordingly
0x0000e18a	did_2877_subfield_3_data_def_enum_5
0x0000e1b9	Front Tire ID Is A Missing ID And Is Among The Learned ID, Placed At The Learned Location
0x0000e214	did_2877_subfield_3_data_def_enum_6
0x0000e243	Front Tire ID Is A Missing ID And Placed Based On Variance
0x0000e27f	did_2877_subfield_3_data_def_enum_7
0x0000e2b1	did_2877_subfield_3_data_def
0x0000e2dc	did_2877_subfield_3
0x0000e2f1	Method By Which ID Has Been Placed At Right Rear
0x0000e34e	did_2877_subfield_4_data_def_enum_1
0x0000e37d	Rear Tire ID Is Placed By Primary Method
0x0000e3a7	did_2877_subfield_4_data_def_enum_2
0x0000e3d6	Rear Tire ID Is Placed By Phase Shift Method
0x0000e404	did_2877_subfield_4_data_def_enum_3
0x0000e433	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000e471	did_2877_subfield_4_data_def_enum_4
0x0000e4a0	Front Tire ID Is A Confirmed ID And Placed Accordingly
0x0000e4d8	did_2877_subfield_4_data_def_enum_5
0x0000e507	Front Tire ID Is A Missing ID And Is Among The Learned ID, Placed At The Learned Location
0x0000e562	did_2877_subfield_4_data_def_enum_6
0x0000e591	Front Tire ID Is A Missing ID And Placed Based On Variance
0x0000e5cd	did_2877_subfield_4_data_def_enum_7
0x0000e5ff	did_2877_subfield_4_data_def
0x0000e62a	did_2877_subfield_4
0x0000e63f	Method By Which ID Has Been Placed At Left Rear
0x0000e69b	did_2877_subfield_5_data_def_enum_1
0x0000e6ca	Rear Tire ID Is Placed By Primary Method
0x0000e6f4	did_2877_subfield_5_data_def_enum_2
0x0000e723	Rear Tire ID Is Placed By Phase Shift Method
0x0000e751	did_2877_subfield_5_data_def_enum_3
0x0000e780	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000e7be	did_2877_subfield_5_data_def_enum_4
0x0000e7ed	Front Tire ID Is A Confirmed ID And Placed Accordingly
0x0000e825	did_2877_subfield_5_data_def_enum_5
0x0000e854	Front Tire ID Is A Missing ID And Is Among The Learned ID, Placed At The Learned Location
0x0000e8af	did_2877_subfield_5_data_def_enum_6
0x0000e8de	Front Tire ID Is A Missing ID And Placed Based On Variance
0x0000e91a	did_2877_subfield_5_data_def_enum_7
0x0000e94c	did_2877_subfield_5_data_def
0x0000e977	did_2877_subfield_5
0x0000e98c	Method By Which ID Has Been Placed At Inside Right Rear
0x0000e9f0	did_2877_subfield_6_data_def_enum_1
0x0000ea1f	Rear Tire ID Is Placed By Primary Method
0x0000ea49	did_2877_subfield_6_data_def_enum_2
0x0000ea78	Rear Tire ID Is Placed By Phase Shift Method
0x0000eaa6	did_2877_subfield_6_data_def_enum_3
0x0000ead5	Rear Tire ID Is Placed By Randomly Based On Phase Shift Data
0x0000eb13	did_2877_subfield_6_data_def_enum_4
