start_hex,start_abs_hex,end_hex,length,class,confidence,repr_values,note
0x06df4,0x101d6df4,0x06e00,12,unknown,low,42 1d 33 a3 e1 22 9b 0c 00 64 00 80,no classifier heuristic matched
0x06e00,0x101d6e00,0x06e26,38,u16_table,low,"[768, 13, 655, 384, 649, 960, 384, 13, ... (19 total)]",contiguous u16 values in plausible range
0x06e26,0x101d6e26,0x06e3e,24,unknown,low,ff ff 6a 2e 00 0a ff ff 33 33 00 5a ...,no classifier heuristic matched
0x06e3e,0x101d6e3e,0x06e4a,12,u16_table,low,"[3840, 400, 400, 64, 6400, 112]",contiguous u16 values in plausible range
0x06e4a,0x101d6e4a,0x06e54,10,unknown,low,00 5f 9a 00 00 5a 00 a6 00 00,no classifier heuristic matched
0x06e54,0x101d6e54,0x06e58,4,float_scalar,low,2.00002,standalone float32
0x06e58,0x101d6e58,0x06e5c,4,float_scalar,low,2.00488,standalone float32
0x06e5c,0x101d6e5c,0x06e63,7,packed_bytes,low,"[0x00, 0x01, 0x00, 0x0c, 0x08, 0x0c, 0x00]","bytes <= 15, likely flags/enums/counts"
0x06e63,0x101d6e63,0x06e70,13,unknown,low,28 10 10 20 4d 20 4d 01 f8 20 20 00 ...,no classifier heuristic matched
0x06e70,0x101d6e70,0x06e74,4,float_scalar,low,2.01563,standalone float32
0x06e74,0x101d6e74,0x06e80,12,unknown,low,40 ff a0 10 00 32 ff 10 30 00 10 60,no classifier heuristic matched
0x06e80,0x101d6e80,0x06e8a,10,u16_table,low,"[9472, 2080, 5120, 60, 269]",contiguous u16 values in plausible range
0x06e8a,0x101d6e8a,0x06e8c,2,unknown,low,01 38,no classifier heuristic matched
0x06e8c,0x101d6e8c,0x06e90,4,float_scalar,low,3.17693e-05,standalone float32
0x06e90,0x101d6e90,0x06ec6,54,unknown,low,0c 64 04 50 70 00 00 01 00 00 64 78 ...,no classifier heuristic matched
0x06ec6,0x101d6ec6,0x06ece,8,u16_table,low,"[2560, 8, 4870, 513]",contiguous u16 values in plausible range
0x06ece,0x101d6ece,0x06ee6,24,unknown,low,20 a0 0c 1c 04 00 00 40 4c 58 60 60 ...,no classifier heuristic matched
0x06ee6,0x101d6ee6,0x06ef2,12,u16_table,low,"[387, 0, 0, 4097, 1, 4152]",contiguous u16 values in plausible range
0x06ef2,0x101d6ef2,0x06ef8,6,unknown,low,01 30 0c 08 05 30,no classifier heuristic matched
0x06ef8,0x101d6ef8,0x06f0c,20,u16_table,low,"[4156, 2096, 4112, 8317, 260, 8204, 5, 792, ... (10 total)]",contiguous u16 values in plausible range
0x06f0c,0x101d6f0c,0x06f10,4,float_scalar,low,12373.5,standalone float32
0x06f10,0x101d6f10,0x06f14,4,unknown,low,00 20 00 00,no classifier heuristic matched
0x06f14,0x101d6f14,0x06f18,4,float_scalar,low,3.56641,standalone float32
0x06f18,0x101d6f18,0x06f1c,4,unknown,low,04 00 80 50,no classifier heuristic matched
0x06f1c,0x101d6f1c,0x06f30,20,u16_table,low,"[8, 2049, 0, 0, 2048, 51, 257, 256, ... (10 total)]",contiguous u16 values in plausible range
0x06f30,0x101d6f30,0x06f32,2,unknown,low,e0 fa,no classifier heuristic matched
0x06f32,0x101d6f32,0x06f40,14,u16_table,low,"[1, 1, 1025, 4101, 258, 258, 256]",contiguous u16 values in plausible range
0x06f40,0x101d6f40,0x06f50,16,unknown,low,01 9d 03 33 66 01 10 00 50 3a 36 f0 ...,no classifier heuristic matched
0x06f50,0x101d6f50,0x06f5a,10,timer_cluster,medium,"[8193, 26, 20480, 0, 0]",2/5 look like timer sentinels
0x06f5a,0x101d6f5a,0x06f5b,1,unknown,low,2d,no classifier heuristic matched
0x06f5b,0x101d6f5b,0x06f64,9,reserved_zero,high,0x00 × 9,may be deprecated/disabled field cleared by Ford
0x06f64,0x101d6f64,0x06f68,4,unknown,low,b4 a0 aa a4,no classifier heuristic matched
0x06f68,0x101d6f68,0x06fa2,58,reserved_zero,high,0x00 × 58,may be deprecated/disabled field cleared by Ford
0x06fa2,0x101d6fa2,0x06fa4,2,unknown,low,80 80,no classifier heuristic matched
0x06fa4,0x101d6fa4,0x06fa8,4,float_scalar,low,2.25368,standalone float32
0x06fa8,0x101d6fa8,0x06faa,2,unknown,low,40 40,no classifier heuristic matched
0x06faa,0x101d6faa,0x06fb2,8,u16_table,low,"[2056, 1740, 258, 30]",contiguous u16 values in plausible range
0x06fb2,0x101d6fb2,0x06fba,8,unknown,low,5a 63 00 58 1e 00 00 70,no classifier heuristic matched
0x06fba,0x101d6fba,0x06fc4,10,u16_table,low,"[3074, 16, 8230, 8208, 5152]",contiguous u16 values in plausible range
0x06fc4,0x101d6fc4,0x06fd4,16,unknown,low,24 96 18 ff 0c 0c 01 01 e6 9a 20 10 ...,no classifier heuristic matched
0x06fd4,0x101d6fd4,0x06fd8,4,float_scalar,low,6.01953,standalone float32
0x06fd8,0x101d6fd8,0x06fde,6,unknown,low,93 9a 73 73 01 6a,no classifier heuristic matched
0x06fde,0x101d6fde,0x06fe8,10,u16_table,low,"[8224, 4256, 6248, 8210, 68]",contiguous u16 values in plausible range
0x06fe8,0x101d6fe8,0x06fea,2,unknown,low,50 a0,no classifier heuristic matched
0x06fea,0x101d6fea,0x06ff4,10,u16_table,low,"[8352, 812, 64, 4096, 0]",contiguous u16 values in plausible range
0x06ff4,0x101d6ff4,0x06ffa,6,unknown,low,50 28 0c 1c 40 28,no classifier heuristic matched
0x06ffa,0x101d6ffa,0x07002,8,u16_table,low,"[5152, 771, 40, 0]",contiguous u16 values in plausible range
0x07002,0x101d7002,0x07004,2,unknown,low,08 28,no classifier heuristic matched
0x07004,0x101d7004,0x07014,16,u16_table,low,"[5175, 30, 5120, 256, 128, 9728, 240, 6184]",contiguous u16 values in plausible range
0x07014,0x101d7014,0x07018,4,float_scalar,low,2.25391,standalone float32
0x07018,0x101d7018,0x0701a,2,unknown,low,30 60,no classifier heuristic matched
0x0701a,0x101d701a,0x0702a,16,u16_table,low,"[0, 4112, 1056, 1536, 336, 1, 51, 768]",contiguous u16 values in plausible range
0x0702a,0x101d702a,0x07034,10,unknown,low,02 40 04 04 01 2d 00 01 80 01,no classifier heuristic matched
0x07034,0x101d7034,0x07038,4,float_scalar,low,6.02347,standalone float32
0x07038,0x101d7038,0x0703c,4,unknown,low,40 40 40 01,no classifier heuristic matched
0x0703c,0x101d703c,0x07040,4,float_scalar,low,7.84305,standalone float32
0x07040,0x101d7040,0x07042,2,unknown,low,40 fa,no classifier heuristic matched
0x07042,0x101d7042,0x07058,22,u16_table,low,"[250, 4118, 8256, 8256, 255, 20, 0, 256, ... (11 total)]",contiguous u16 values in plausible range
0x07058,0x101d7058,0x0705e,6,unknown,low,04 66 00 33 20 a8,no classifier heuristic matched
0x0705e,0x101d705e,0x07068,10,u16_table,low,"[29, 0, 3122, 272, 286]",contiguous u16 values in plausible range
0x07068,0x101d7068,0x07080,24,unknown,low,01 fc 00 00 00 83 20 00 e1 fa 71 fd ...,no classifier heuristic matched
0x07080,0x101d7080,0x0709a,26,u16_table,low,"[2048, 3072, 3072, 3072, 2048, 3072, 8192, 6144, ... (13 total)]",contiguous u16 values in plausible range
0x0709a,0x101d709a,0x070cc,50,unknown,low,a8 64 40 1f 00 28 af 13 e1 fa 00 58 ...,no classifier heuristic matched
0x070cc,0x101d70cc,0x070f6,42,timer_cluster,medium,"[0, 0, 2048, 0, 4096, 0, 6144, 0, ... (21 total)]",10/21 look like timer sentinels
0x070f6,0x101d70f6,0x070fc,6,unknown,low,00 ec 7d 00 00 64,no classifier heuristic matched
0x070fc,0x101d70fc,0x07103,7,packed_bytes,low,"[0x00, 0x00, 0x00, 0x00, 0x00, 0x00, 0x00]","bytes <= 15, likely flags/enums/counts"
0x07103,0x101d7103,0x0710f,12,unknown,low,50 00 a8 00 08 00 20 00 00 00 c0 12,no classifier heuristic matched
0x0710f,0x101d710f,0x07115,6,packed_bytes,low,"[0x05, 0x00, 0x0a, 0x00, 0x0a, 0x00]","bytes <= 15, likely flags/enums/counts"
0x07115,0x101d7115,0x07118,3,unknown,low,e2 80 63,no classifier heuristic matched
0x07118,0x101d7118,0x07120,8,u16_table,low,"[5039, 3277, 416, 381]",contiguous u16 values in plausible range
0x07120,0x101d7120,0x07123,3,unknown,low,01 32 32,no classifier heuristic matched
0x07123,0x101d7123,0x07137,20,reserved_zero,high,0x00 × 20,may be deprecated/disabled field cleared by Ford
0x07137,0x101d7137,0x07144,13,unknown,low,19 00 28 00 28 00 28 00 28 00 28 00 ...,no classifier heuristic matched
0x07144,0x101d7144,0x07148,4,float_scalar,low,2.00002,standalone float32
0x07148,0x101d7148,0x0715a,18,u16_table,low,"[1, 1, 5243, 5243, 5243, 66, 0, 512, ... (9 total)]",contiguous u16 values in plausible range
0x0715a,0x101d715a,0x07162,8,unknown,low,00 8c 00 30 33 13 33 d3,no classifier heuristic matched
0x07162,0x101d7162,0x0716e,12,u16_table,low,"[1280, 1280, 4096, 2867, 492, 1126]",contiguous u16 values in plausible range
0x0716e,0x101d716e,0x07172,4,unknown,low,00 40 33 73,no classifier heuristic matched
0x07172,0x101d7172,0x0717e,12,u16_table,low,"[8192, 5721, 2028, 400, 1200, 8192]",contiguous u16 values in plausible range
0x0717e,0x101d717e,0x07182,4,unknown,low,00 40 00 40,no classifier heuristic matched
0x07182,0x101d7182,0x0718c,10,u16_table,low,"[0, 1280, 0, 0, 102]",contiguous u16 values in plausible range
0x0718c,0x101d718c,0x0718e,2,unknown,low,00 8c,no classifier heuristic matched
0x0718e,0x101d718e,0x0719a,12,u16_table,low,"[0, 0, 328, 1638, 1679, 3072]",contiguous u16 values in plausible range
0x0719a,0x101d719a,0x0719c,2,unknown,low,6f 32,no classifier heuristic matched
0x0719c,0x101d719c,0x071a4,8,u16_table,low,"[9830, 8192, 768, 260]",contiguous u16 values in plausible range
0x071a4,0x101d71a4,0x071a6,2,unknown,low,01 80,no classifier heuristic matched
0x071a6,0x101d71a6,0x071b0,10,u16_table,low,"[128, 0, 2580, 5161, 7741]",contiguous u16 values in plausible range
0x071b0,0x101d71b0,0x071b4,4,unknown,low,29 28 3d 32,no classifier heuristic matched
0x071b4,0x101d71b4,0x071b8,4,float_scalar,low,14735.1,standalone float32
0x071b8,0x101d71b8,0x071c4,12,unknown,low,7b 50 66 5a 7b 64 00 00 00 80 c3 a5,no classifier heuristic matched
0x071c4,0x101d71c4,0x071c8,4,float_scalar,low,-0.0251144,standalone float32
0x071c8,0x101d71c8,0x071cc,4,unknown,low,c3 a5 00 80,no classifier heuristic matched
0x071cc,0x101d71cc,0x071d0,4,float_scalar,low,179.352,standalone float32
0x071d0,0x101d71d0,0x071d6,6,unknown,low,33 43 3d 5a 00 80,no classifier heuristic matched
0x071d6,0x101d71d6,0x071e4,14,u16_table,low,"[0, 655, 655, 655, 655, 655, 0]",contiguous u16 values in plausible range
0x071e4,0x101d71e4,0x071ee,10,u16_axis,medium,"[0, 7680, 15360, 30720, 64000]","monotonic u16 axis, inc"
0x071ee,0x101d71ee,0x071fd,15,reserved_zero,high,0x00 × 15,may be deprecated/disabled field cleared by Ford
0x071fd,0x101d71fd,0x07210,19,unknown,low,46 00 6e 1a 00 00 dc 00 28 00 64 00 ...,no classifier heuristic matched
0x07210,0x101d7210,0x07214,4,float_scalar,low,2.00586,standalone float32
0x07214,0x101d7214,0x0727a,102,unknown,low,00 40 33 13 00 b4 00 00 00 b4 00 28 ...,no classifier heuristic matched
0x0727a,0x101d727a,0x07282,8,u16_table,low,"[0, 5632, 5632, 8192]",contiguous u16 values in plausible range
0x07282,0x101d7282,0x072a0,30,unknown,low,9a 39 00 8c 01 4d 66 58 58 58 00 28 ...,no classifier heuristic matched
0x072a0,0x101d72a0,0x072a4,4,float_scalar,low,11787.5,standalone float32
0x072a4,0x101d72a4,0x072a8,4,float_scalar,low,-0.274279,standalone float32
0x072a8,0x101d72a8,0x072e4,60,unknown,low,00 0d 1a 26 33 43 56 66 76 90 00 00 ...,no classifier heuristic matched
0x072e4,0x101d72e4,0x072e8,4,float_scalar,low,0.695879,standalone float32
0x072e8,0x101d72e8,0x072f0,8,unknown,low,4c 5a 71 71 8d 8d 8d 8d,no classifier heuristic matched
0x072f0,0x101d72f0,0x072f4,4,float_scalar,low,0.695879,standalone float32
0x072f4,0x101d72f4,0x072fc,8,unknown,low,4c 5a 71 71 8d 8d 8d 8d,no classifier heuristic matched
0x072fc,0x101d72fc,0x07300,4,float_scalar,low,0.695879,standalone float32
0x07300,0x101d7300,0x07308,8,unknown,low,4c 5a 71 71 8d 8d 8d 8d,no classifier heuristic matched
0x07308,0x101d7308,0x0730c,4,float_scalar,low,0.695879,standalone float32
0x0730c,0x101d730c,0x07314,8,unknown,low,4c 5a 71 71 8d 8d 8d 8d,no classifier heuristic matched
0x07314,0x101d7314,0x07318,4,float_scalar,low,0.695879,standalone float32
0x07318,0x101d7318,0x07320,8,unknown,low,4c 5a 71 71 8d 8d 8d 8d,no classifier heuristic matched
0x07320,0x101d7320,0x07324,4,float_scalar,low,0.695879,standalone float32
0x07324,0x101d7324,0x0736c,72,unknown,low,4c 5a 71 71 8d 8d 8d 8d 00 00 00 20 ...,no classifier heuristic matched
0x0736c,0x101d736c,0x07370,4,float_scalar,low,-2.01172,standalone float32
0x07370,0x101d7370,0x0738c,28,unknown,low,00 a0 33 b3 00 80 00 80 00 80 00 80 ...,no classifier heuristic matched
0x0738c,0x101d738c,0x07390,4,float_scalar,low,8192,standalone float32
0x07390,0x101d7390,0x07394,4,unknown,low,00 6e 00 96,no classifier heuristic matched
0x07394,0x101d7394,0x07398,4,float_scalar,low,5,standalone float32
0x07398,0x101d7398,0x0739c,4,unknown,low,00 40 00 00,no classifier heuristic matched
0x0739c,0x101d739c,0x073a0,4,float_scalar,low,8.39629e+06,standalone float32
0x073a0,0x101d73a0,0x073ac,12,float_axis,medium,"[8.408e+06, 2.005, 2.004]",monotonic dec
0x073ac,0x101d73ac,0x073ae,2,unknown,low,00 40,no classifier heuristic matched
0x073ae,0x101d73ae,0x073b6,8,u16_table,low,"[6400, 6400, 6400, 6400]",contiguous u16 values in plausible range
0x073b6,0x101d73b6,0x073b8,2,unknown,low,00 40,no classifier heuristic matched
0x073b8,0x101d73b8,0x073c4,12,u16_table,low,"[1024, 6554, 4915, 8000, 1000, 0]",contiguous u16 values in plausible range
0x073c4,0x101d73c4,0x073c8,4,float_scalar,low,38966.7,standalone float32
0x073c8,0x101d73c8,0x073cc,4,unknown,low,00 a0 00 50,no classifier heuristic matched
0x073cc,0x101d73cc,0x073d0,4,float_scalar,low,0.250984,standalone float32
0x073d0,0x101d73d0,0x073e0,16,unknown,low,00 50 00 80 00 30 33 23 00 60 00 60 ...,no classifier heuristic matched
0x073e0,0x101d73e0,0x073ea,10,u16_table,low,"[5280, 257, 1280, 1, 19]",contiguous u16 values in plausible range
0x073ea,0x101d73ea,0x073ee,4,unknown,low,40 5a 5a 5a,no classifier heuristic matched
0x073ee,0x101d73ee,0x073f8,10,u16_table,low,"[2576, 2570, 8256, 8224, 0]",contiguous u16 values in plausible range
0x073f8,0x101d73f8,0x07400,8,unknown,low,00 a0 0e 8d 00 80 00 80,no classifier heuristic matched
0x07400,0x101d7400,0x07404,4,float_scalar,low,-2.01172,standalone float32
0x07404,0x101d7404,0x074a6,162,unknown,low,79 d9 00 00 1d 49 85 6b e7 7b 00 80 ...,no classifier heuristic matched
0x074a6,0x101d74a6,0x074ae,8,u16_table,low,"[0, 512, 0, 512]",contiguous u16 values in plausible range
0x074ae,0x101d74ae,0x074b2,4,unknown,low,08 40 00 10,no classifier heuristic matched
0x074b2,0x101d74b2,0x074f8,70,timer_cluster,medium,"[32, 0, 1, 0, 258, 0, 17430, 0, ... (35 total)]",17/35 look like timer sentinels
0x074f8,0x101d74f8,0x07502,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x07502,0x101d7502,0x07504,2,unknown,low,fa 43,no classifier heuristic matched
0x07504,0x101d7504,0x07624,288,float_table,low,"[1000, 1500, 2000, 4000, 6000, 8000, ... (72 total)]",contiguous plausible float32s
0x07624,0x101d7624,0x07628,4,unknown,low,01 01 00 00,no classifier heuristic matched
0x07628,0x101d7628,0x076ec,196,float_table,low,"[20, 20, 5, 0.5, 0, 30, ... (49 total)]",contiguous plausible float32s
0x076ec,0x101d76ec,0x07700,20,float_axis,medium,"[0, 25, 50, 75, 100]",monotonic inc
0x07700,0x101d7700,0x07708,8,u16_table,low,"[0, 256, 0, 256]",contiguous u16 values in plausible range
0x07708,0x101d7708,0x07714,12,float_table,low,"[0.5, 2.58, 0.48]",contiguous plausible float32s
0x07714,0x101d7714,0x0771c,8,u16_axis,medium,"[0, 16928, 20816, 61523]","monotonic u16 axis, inc"
0x0771c,0x101d771c,0x07720,4,unknown,low,ff ff 00 00,no classifier heuristic matched
0x07720,0x101d7720,0x07730,16,float_axis,medium,"[150, 110, 3.6, 0.7]",monotonic dec
0x07730,0x101d7730,0x07736,6,packed_bytes,low,"[0x01, 0x00, 0x01, 0x00, 0x02, 0x00]","bytes <= 15, likely flags/enums/counts"
0x07736,0x101d7736,0x0774c,22,timer_cluster,medium,"[0, 0, 16672, 0, 16672, 0, 16968, 13107, ... (11 total)]",5/11 look like timer sentinels
0x0774c,0x101d774c,0x0775c,16,reserved_zero,high,0x00 × 16,may be deprecated/disabled field cleared by Ford
0x0775c,0x101d775c,0x0777c,32,float_table,low,"[-0.0001413, 0.0265, 201.8, 0.0001413, -0.0265, -201.8, ... (8 total)]",contiguous plausible float32s
0x0777c,0x101d777c,0x07782,6,unknown,low,67 8f cc ac 04 19,no classifier heuristic matched
0x07782,0x101d7782,0x0778c,10,timer_cluster,medium,"[45871, 0, 0, 31110, 14403]",2/5 look like timer sentinels
0x0778c,0x101d778c,0x07854,200,float_table,low,"[0.3377, -0.0002189, 1.076e-06, 0.01506, -1.525e-05, -0.06842, ... (50 total)]",contiguous plausible float32s
0x07854,0x101d7854,0x0785c,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x0785c,0x101d785c,0x07860,4,float_scalar,low,4.56902e-05,standalone float32
0x07860,0x101d7860,0x07868,8,unknown,low,67 8f cc 2c 04 19 2f 33,no classifier heuristic matched
0x07868,0x101d7868,0x07874,12,float_table,low,"[7.728e-05, 0.000124, 0.000124]",contiguous plausible float32s
0x07874,0x101d7874,0x07878,4,unknown,low,6c 84 fb 33,no classifier heuristic matched
0x07878,0x101d7878,0x07898,32,float_table,low,"[0.6623, 0.004184, 0.04672, 0.06182, 0.06182, 3.762e-05, ... (8 total)]",contiguous plausible float32s
0x07898,0x101d7898,0x078a4,12,reserved_zero,high,0x00 × 12,may be deprecated/disabled field cleared by Ford
0x078a4,0x101d78a4,0x078c8,36,float_table,low,"[-0.0001413, 0.0265, 201.8, 0.2, 0.2, 0, ... (9 total)]",contiguous plausible float32s
0x078c8,0x101d78c8,0x078ca,2,unknown,low,33 33,no classifier heuristic matched
0x078ca,0x101d78ca,0x07a0c,322,timer_cluster,medium,"[16179, 13107, 16179, 52429, 15820, 52429, 48588, 0, ... (161 total)]",80/161 look like timer sentinels
0x07a0c,0x101d7a0c,0x07a24,24,float_axis,medium,"[0, 30, 31, 75, 76, 200]",monotonic inc
0x07a24,0x101d7a24,0x07a28,4,unknown,low,10 27 88 13,no classifier heuristic matched
0x07a28,0x101d7a28,0x07a4c,36,float_table,low,"[0.3491, 0.4, 0.1, 0.02, 0.8, 5, ... (9 total)]",contiguous plausible float32s
0x07a4c,0x101d7a4c,0x07a4e,2,unknown,low,cd cc,no classifier heuristic matched
0x07a4e,0x101d7a4e,0x07a64,22,timer_cluster,medium,"[48972, 0, 48896, 0, 16256, 0, 16256, 0, ... (11 total)]",5/11 look like timer sentinels
0x07a64,0x101d7a64,0x07a6c,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07a6c,0x101d7a6c,0x07acc,96,float_table,low,"[0.018, 0.045, 0.09, 0.144, 0.198, 0.234, ... (24 total)]",contiguous plausible float32s
0x07acc,0x101d7acc,0x07ad8,12,float_axis,medium,"[0.25, 1, 1.75]",monotonic inc
0x07ad8,0x101d7ad8,0x07adc,4,unknown,low,00 01 50 7f,no classifier heuristic matched
0x07adc,0x101d7adc,0x07af0,20,u16_table,low,"[10000, 10000, 1500, 300, 257, 3, 256, 257, ... (10 total)]",contiguous u16 values in plausible range
0x07af0,0x101d7af0,0x07b5c,108,float_table,low,"[0.08727, 0.1745, 0.8, 1.5, 2, 1, ... (27 total)]",contiguous plausible float32s
0x07b5c,0x101d7b5c,0x07b64,8,u16_axis,medium,"[47298, 16050, 200, 80]","monotonic u16 axis, dec"
0x07b64,0x101d7b64,0x07b68,4,unknown,low,b0 ff 03 00,no classifier heuristic matched
0x07b68,0x101d7b68,0x07bb0,72,float_table,low,"[0.05, 1, 0.75, 1.25, 0.5, 0.5, ... (18 total)]",contiguous plausible float32s
0x07bb0,0x101d7bb0,0x07bbb,11,reserved_zero,high,0x00 × 11,may be deprecated/disabled field cleared by Ford
0x07bbb,0x101d7bbb,0x07bbc,1,unknown,low,40,no classifier heuristic matched
0x07bbc,0x101d7bbc,0x07bec,48,timer_cluster,medium,"[0, 16512, 0, 16576, 21845, 16517, 500, 3000, ... (24 total)]",12/24 look like timer sentinels
0x07bec,0x101d7bec,0x07bf6,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x07bf6,0x101d7bf6,0x07bf8,2,unknown,low,80 3f,no classifier heuristic matched
0x07bf8,0x101d7bf8,0x07c2c,52,float_table,low,"[4, 0.1479, 0.064, 0.01067, 0.016, 0.08533, ... (13 total)]",contiguous plausible float32s
0x07c2c,0x101d7c2c,0x07c2e,2,unknown,low,6f 12,no classifier heuristic matched
0x07c2e,0x101d7c2e,0x07c38,10,timer_cluster,medium,"[15491, 4719, 15491, 0, 0]",2/5 look like timer sentinels
0x07c38,0x101d7c38,0x07c44,12,float_axis,medium,"[1.1, 0.2, 0.04877]",monotonic dec
0x07c44,0x101d7c44,0x07c74,48,timer_cluster,medium,"[267, 0, 0, 16192, 0, 16192, 0, 16192, ... (24 total)]",13/24 look like timer sentinels
0x07c74,0x101d7c74,0x07c7c,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07c7c,0x101d7c7c,0x07c94,24,float_table,low,"[1.6, 1.6, 1.6, 0.8, 0.8, 1.6]",contiguous plausible float32s
0x07c94,0x101d7c94,0x07c9c,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07c9c,0x101d7c9c,0x07cac,16,float_table,low,"[1.3, 1.3, 1.3, 1.2]",contiguous plausible float32s
0x07cac,0x101d7cac,0x07cae,2,unknown,low,9a 99,no classifier heuristic matched
0x07cae,0x101d7cae,0x07cf0,66,timer_cluster,medium,"[16281, 26214, 16294, 0, 0, 0, 16520, 0, ... (33 total)]",16/33 look like timer sentinels
0x07cf0,0x101d7cf0,0x07cfa,10,reserved_zero,high,0x00 × 10,may be deprecated/disabled field cleared by Ford
0x07cfa,0x101d7cfa,0x07cfc,2,unknown,low,0c 42,no classifier heuristic matched
0x07cfc,0x101d7cfc,0x07da0,164,float_table,low,"[26, 19.7, 18.5, 17.4, 16.5, 15.7, ... (41 total)]",contiguous plausible float32s
0x07da0,0x101d7da0,0x07da2,2,unknown,low,cd cc,no classifier heuristic matched
0x07da2,0x101d7da2,0x07dac,10,timer_cluster,medium,"[16204, 0, 0, 43691, 16170]",2/5 look like timer sentinels
0x07dac,0x101d7dac,0x07db8,12,float_table,low,"[0.9333, 0.8333, 0.8333]",contiguous plausible float32s
0x07db8,0x101d7db8,0x07dc4,12,float_axis,medium,"[0.8333, 0.8, 0.4167]",monotonic dec
0x07dc4,0x101d7dc4,0x07dcc,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07dcc,0x101d7dcc,0x07ddc,16,float_table,low,"[-1.4, -0.98, -0.665, -0.56]",contiguous plausible float32s
0x07ddc,0x101d7ddc,0x07de8,12,float_axis,medium,"[-0.56, -0.525, -0.28]",monotonic inc
0x07de8,0x101d7de8,0x07df0,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07df0,0x101d7df0,0x07e00,16,float_table,low,"[0.06, 0.06, 0.036, 0.036]",contiguous plausible float32s
0x07e00,0x101d7e00,0x07e0c,12,float_axis,medium,"[0.036, 0.032, 0.018]",monotonic dec
0x07e0c,0x101d7e0c,0x07e14,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07e14,0x101d7e14,0x07e30,28,float_table,low,"[-0.469, -0.469, -0.402, -0.335, -0.335, -0.335, ... (7 total)]",contiguous plausible float32s
0x07e30,0x101d7e30,0x07e38,8,reserved_zero,high,0x00 × 8,may be deprecated/disabled field cleared by Ford
0x07e38,0x101d7e38,0x07e64,44,float_table,low,"[-0.098, -0.098, -0.084, -0.07, -0.07, -0.07, ... (11 total)]",contiguous plausible float32s
0x07e64,0x101d7e64,0x07e6c,8,u16_table,low,"[10000, 300, 1500, 0]",contiguous u16 values in plausible range
0x07e6c,0x101d7e6c,0x07ecc,96,float_table,low,"[0.001842, 0.2943, 0.05194, 0.2618, 0.08505, 1, ... (24 total)]",contiguous plausible float32s
0x07ecc,0x101d7ecc,0x07ed6,10,u16_table,low,"[500, 10, 200, 400, 0]",contiguous u16 values in plausible range
0x07ed6,0x101d7ed6,0x07ed8,2,unknown,low,00 3f,no classifier heuristic matched
0x07ed8,0x101d7ed8,0x07edc,4,float_scalar,low,5.12,standalone float32
0x07edc,0x101d7edc,0x07ee0,4,unknown,low,28 00 b3 00,no classifier heuristic matched
0x07ee0,0x101d7ee0,0x07ee4,4,float_scalar,low,2.00488,standalone float32
0x07ee4,0x101d7ee4,0x07f1c,56,unknown,low,00 50 00 50 c5 00 00 28 00 08 00 30 ...,no classifier heuristic matched
0x07f1c,0x101d7f1c,0x07f28,12,u16_table,low,"[0, 448, 1152, 1920, 3840, 6400]",contiguous u16 values in plausible range
0x07f28,0x101d7f28,0x07f30,8,unknown,low,00 28 00 32 00 28 00 28,no classifier heuristic matched
0x07f30,0x101d7f30,0x07f3c,12,u16_table,low,"[8192, 7168, 6144, 3072, 2048, 0]",contiguous u16 values in plausible range
0x07f3c,0x101d7f3c,0x07f40,4,float_scalar,low,2.00391,standalone float32
0x07f40,0x101d7f40,0x07f44,4,float_scalar,low,0.00782776,standalone float32
0x07f44,0x101d7f44,0x07f48,4,unknown,low,00 3c 00 30,no classifier heuristic matched
0x07f48,0x101d7f48,0x07f64,28,u16_table,low,"[6144, 0, 0, 15, 40, 70, 100, 150, ... (14 total)]",contiguous u16 values in plausible range
0x07f64,0x101d7f64,0x07f6a,6,unknown,low,80 3e 00 18 cd cc,no classifier heuristic matched
0x07f6a,0x101d7f6a,0x080a8,318,timer_cluster,medium,"[15820, 52429, 15820, 0, 0, 0, 17174, 0, ... (159 total)]",79/159 look like timer sentinels
0x080a8,0x101d80a8,0x080c0,24,float_axis,medium,"[0, 10, 20, 30, 80, 150]",monotonic inc
0x080c0,0x101d80c0,0x2fbe0,162592,reserved_zero,high,0x00 × 162592,may be deprecated/disabled field cleared by Ford
0x2fbe0,0x101ffbe0,0x2fbe4,4,unknown,low,dc 68 c0 5c,no classifier heuristic matched
0x2fbe4,0x101ffbe4,0x2fbf0,12,reserved_ff,high,0xFF × 12,padding/unused
0x2fbf0,0x101ffbf0,0x2fbf8,8,unknown,low,88 6f 10 1f fc 00 00 00,no classifier heuristic matched
0x2fbf8,0x101ffbf8,0x2fbfc,4,float_scalar,low,-0.000641525,standalone float32
